old	role	shape	matched_spelling	file	line	count	line_text
architecture.coverage	channel-code	plain	architecture.coverage	docs/adr/README.md	92	1	- [0048 — The Final Published Name Vocabulary](0048-the-final-published-name-vocabulary.md) — every name the product publishes, in every role, ruled on in one d
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/generated/modular-architecture/test-phpunit-discovery.txt	12	1	- Qualimetrix\Tests\Analysis\Configuration\Integration\Loader\YamlNormalizationCharacterizationTest::rootKeyNormalizationMatchesSnapshot"architecture.coverage
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/generated/modular-architecture/test-phpunit-discovery.txt	56	1	- Qualimetrix\Tests\Analysis\Configuration\Integration\YamlKeyReachabilityTest::architectureSubKeyFollowsCurrentLoaderBehavior"architecture.coverage (single-wo
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/generated/modular-architecture/test-phpunit-discovery.txt	2850	1	- Qualimetrix\Tests\Analysis\Evidence\Prioritization\Unit\Debt\RemediationTimeRegistryTest::itReturnsTheInjectedBaseMinutesForKnownRule"architecture.coverage"
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/generated/modular-architecture/test-phpunit-discovery.txt	3569	1	- Qualimetrix\Tests\Analysis\Finding\Integration\ConfigurationValidatorSilencingPathsTest::eachDiagnosticIsSilencedBySelectingItsOwnNameOff"architecture.covera
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/generated/modular-architecture/test-phpunit-discovery.txt	3586	1	- Qualimetrix\Tests\Analysis\Finding\Integration\ConfigurationValidatorSilencingPathsTest::selectingOneDiagnosticOnLeavesExactlyThatOne"architecture.coverage"
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/channel-identity-substrate.md	28	1	Проверено исполняемо: `RuleMatcher::matches('architecture.coverage', 'architecture.coverage.source') === true`.
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/channel-identity-substrate.md	54	1	настраиваемую severity негде; и наоборот — четыре архитектурные диагностики (`architecture.coverage`,
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/channel-identity-substrate.md	309	1	**`architecture.coverage` — гибрид, и решение записывается, а не подразумевается.** Он означает одновременно
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/channel-identity-substrate.md	382	1	1. **Селектор перестаёт глотать точечных потомков.** `architecture.coverage` больше не покрывает
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/channel-identity-substrate.md	479	1	| `architecture-unassigned-class`     | Д1 закрыт **двумя независимыми средствами**: выбором имени (канал — сиблинг, а не потомок `architecture.coverage`) и, не
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/diff-mode-new-only.md	53	1	| 1   | Покрытие слоёв — `ruleName = violationCode = architecture.coverage` (`LayerViolationRule::COVERAGE_DIAGNOSTIC_NAME`), % классов, попавших хотя бы в один
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/diff-mode-new-only.md	349	1	| `architecture.coverage`                   | одна диагностика на проект — ключ и должен быть один                                 | facets не нужны; изменение
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/diff-mode-new-only.md	837	1	`architecture.coverage: layer coverage 98.0% → 60.0% (worse than base, tolerance 1.0 pt)`.
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/diff-mode-new-only.md	1035	1	public string $id;                 // 'architecture.coverage' и т. д.
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/diff-mode-new-only.md	1179	1	| 25  | `architecture.coverage` был 100 % → стал 90 %                          | Диагностики не было → Absent. Была → `Worsened` (падение 10 п.п. > допуска 1 п.
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/diff-mode-new-only.md	1201	1	| 47  | `architecture.coverage` 98.4 % → 98.0 % (шум округления)               | Тишина: 0.4 п.п. ≤ допуска 1.0 п.п.
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/diff-mode-new-only.md	1558	1	- `LayerViolationRule` заполняет `metricValue` диагностике `architecture.coverage` —
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/global-functions-graph.md	133	1	`architecture.coverage`.
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/global-functions-graph.md	277	1	`architecture.coverage`, а нарушения не появятся**;
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/global-functions-graph.md	332	1	| `architecture.coverage`                 | да                  | —                                    | **да**      |
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/global-functions-graph.md	684	1	| `architecture.coverage`                         | ±                          | зависит от §3.6 (без правки `fqnFor` — вырастет) |
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/global-functions-graph.md	759	1	- тест: та же функция **не** увеличивает счётчики `architecture.coverage`;
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/global-functions-graph.md	847	1	27. `architecture.coverage` не растёт из-за функций, которые слои покрывают.
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/AUDIT.md	177	1	`architecture.coverage` although `LayerViolationRule` emits them the other way
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/FACTS.md	67	1	- `architecture.coverage`, `architecture.unreachable-layer`,
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/FOLLOWUPS.md	2333	1	`ComputedMetricKeyCatalog.php` дала `architecture.coverage`-отказ:
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/FOLLOWUPS.md	3470	1	- **`architecture.coverage` как ключ конфигурации — решён, исполняется в П4.**
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/X10-freeze-and-carry/followups/fix.md	100	1	- The new class also produces one **new** `architecture.coverage` error on a
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/X10-freeze-and-carry/followups/fix4.md	116	1	`architecture.coverage` now reports the new `ChannelRenameReporter` class as
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/X10-freeze-and-carry/followups/fix4.md	167	1	`architecture.coverage` finding for `ChannelRenameReporter` (the other open
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/01-decision-table.md	117	1	| `architecture.coverage`                | ambiguous: one word, neither subject nor judgment
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/01-decision-table.md	124	1	- **`duplication.code-duplication` and `architecture.coverage` are the weakest
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/decision-table-population.tsv	437	1	architecture.coverage	channel-codes	channel-code	ambiguous		architecture.layer-violation	1		133	no	silent	baseline."channel":command; qmx.yaml.suppress_namespac
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/decision-table-population.tsv	574	1	architecture.layer-violation	producer-rule-names	producer-rule-name	judgment		architecture	1	architecture.coverage,architecture.empty-template,architecture.laye
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/decision-table.tsv	151	1	#      architecture.coverage is the one such row here, emitted by the producer
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/decision-table.tsv	361	1	#     those that have one (architecture.coverage does not), and one metric key:
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/decision-table.tsv	365	1	#   architecture.coverage (channel-code) -> architecture.coverage-gap
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/decision-table.tsv	382	1	architecture.coverage	channel-codes	channel-code	ambiguous	occurrence	rename	architecture.coverage-gap	Renamed 2026-09-07. The leaf now names the DEFECT, the wa
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/enumeration-channel-naming.tsv	20	1	#   for `architecture.coverage`, `architecture.empty-template`,
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/enumeration-channel-naming.tsv	130	1	#     `architecture.coverage`, `code-smell.error-suppression`,
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/enumeration-channel-naming.tsv	158	1	architecture.coverage	architecture	architecture.layer-violation	no	src/Analysis/Policy/Architecture/LayerViolation/LayerDeclarationValidator.php:93		ambiguous	n
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/enumeration-migration-surfaces.tsv	64	1	qmx.yaml `architecture.*` layer selectors / `exclude`/`relations` (PRESERVE_SUBTREE section)	consumer	neither directly (architecture layer names are user-define
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/enumeration-runtime-witness.tsv	115	1	#      architecture.coverage, architecture.unreachable-layer, architecture.empty-template,
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/enumeration-runtime-witness.tsv	181	1	channel	architecture.coverage	check_json_case-layers,check_json_tests,check_json_unassigned-forced
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/followups/naming-questions-answered.md	121	1	diagnostics are emitted under their own identity (e.g. `architecture.coverage`)
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/followups/naming-questions-answered.md	131	1	declares `architecture.coverage`, `…unreachable-layer`, `…potential-shadow`,
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/followups/naming-questions-answered.md	465	1	### 7. `architecture.coverage` — a configuration diagnostic, not a coverage figure
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/followups/naming-questions-answered.md	481	1	`LayerViolationOptions.php:43` records that "`architecture.coverage` never had
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/followups/naming-questions-answered.md	498	1	0.0% (minimum: 50.0%)` **[measured]**. `architecture.coverage` publishes no
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/followups/naming-questions-answered.md	560	1	- `duplication.code-duplication` and `architecture.coverage` **are** the two
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/X8-one-string-two-jobs/enumeration-channels.tsv	18	1	architecture.coverage	architecture.layer-violation	Architecture	occurrence	NULL	project	NONE	NONE	src/Analysis/Policy/Architecture/LayerViolation/LayerViolation
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/X8-one-string-two-jobs/enumeration-exclusion-vocabulary.tsv	15	1	architecture.coverage: ignore / <layer-verdict>.mode: ignore	qmx.yaml nested scalar inside architecture section	architecture: {coverage: ignore|warn|error}; als
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/X9-gate-holes/followups/c1.md	22	1	`ComputedMetricKeyCatalog.php` дала `architecture.coverage`-отказ:
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/enumeration-channel-levels.tsv	7	2	architecture.coverage#architecture.coverage	project	no	no	C4	both
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/enumeration-channel-shapes.tsv	9	2	architecture.layer-violation	architecture.coverage#architecture.coverage	occurrence		project	LayerDeclarationValidator	src/Analysis/Policy/Architecture/LayerVio
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/enumeration-producer-surfaces.tsv	72	1	#    producer (architecture.unassigned-class, architecture.coverage, and the other four
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/enumeration-renames.tsv	7	1	architecture.coverage	channel	?		18	71	0	0	0	43	0	1	0	0	0	0
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/rule-vocabulary/enumeration-rules.tsv	4	1	architecture.layer-violation	architecture	Analysis/Policy/Architecture/LayerViolation/LayerViolationRule.php	architecture.layer-violation architecture.unassigne
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/sarif-channel-descriptions.md	120	1	answers correctly: `architecture.coverage` and the `annotation.*` diagnostics
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/sarif-channel-descriptions/channel-inventory.tsv	17	2	architecture.coverage	architecture.coverage	architecture.layer-violation	Detects dependencies between layers that are not explicitly allowed by the architecture
architecture.coverage	channel-code	plain	architecture.coverage	docs/internal/plans/sarif-channel-descriptions/sarif-table-coverage.tsv	38	1	architecture.coverage	Detects dependencies between layers that are not explicitly allowed by the architecture policy.
architecture.coverage	channel-code	plain	architecture.coverage	finding-gate/cases/layers/case.json	16	1	"architecture.coverage@project",
architecture.coverage	channel-code	plain	architecture.coverage	src/Analysis/Finding/Contract/Rule/NameSelector.php	16	1	* - `X` — **equality**. `architecture.coverage` selects the channel called
architecture.coverage	channel-code	plain	architecture.coverage	src/Analysis/Finding/Contract/Rule/NameSelector.php	17	1	*   `architecture.coverage` and nothing else. In particular it no longer
architecture.coverage	channel-code	plain	architecture.coverage	src/Analysis/Policy/Architecture/Configuration/CoverageValidator.php	11	1	* Parses and validates the {@code architecture.coverage} scalar.
architecture.coverage	channel-code	plain	architecture.coverage	src/Analysis/Policy/Architecture/Configuration/CoverageValidator.php	30	1	"architecture.coverage: must be one of 'ignore', 'warn', 'error' (got %s).",
architecture.coverage	channel-code	plain	architecture.coverage	src/Analysis/Policy/Architecture/Configuration/CoverageValidator.php	42	1	"architecture.coverage: must be one of 'ignore', 'warn', 'error' (got '%s').",
architecture.coverage	channel-code	plain	architecture.coverage	src/Analysis/Policy/Architecture/Contract/LayerPolicyPreparationInterface.php	22	1	public const string COVERAGE_DIAGNOSTIC_NAME = 'architecture.coverage';
architecture.coverage	channel-code	plain	architecture.coverage	src/Analysis/Policy/Architecture/LayerViolation/DeclaredLayerReachability.php	28	1	* - `architecture.coverage` — dependency-edge ends and analysed classes that
architecture.coverage	channel-code	plain	architecture.coverage	src/Analysis/Policy/Architecture/LayerViolation/DeclaredLayerReachability.php	56	1	* The `architecture.coverage` diagnostic, or none when the mode declines
architecture.coverage	channel-code	plain	architecture.coverage	src/Analysis/Policy/Architecture/LayerViolation/LayerEvidenceCollector.php	269	1	* the coverage-state struct used by `architecture.coverage` (counts of
architecture.coverage	channel-code	plain	architecture.coverage	src/Analysis/Policy/Architecture/LayerViolation/LayerViolationOptions.php	43	1	* `architecture.coverage` never had such a key: it is governed by the
architecture.coverage	channel-code	plain	architecture.coverage	src/Analysis/Policy/Architecture/LayerViolation/UnassignedClassSummary.php	23	1	* formatting with the unrelated `architecture.coverage` diagnostic (both
architecture.coverage	channel-code	plain	architecture.coverage	src/Analysis/Policy/Architecture/README.md	84	1	builds all five: `architecture.coverage`, `architecture.unreachable-layer`,
architecture.coverage	channel-code	plain	architecture.coverage	src/Analysis/Policy/Architecture/README.md	91	1	`architecture.coverage` and `architecture.unassigned-class` print, and is the
architecture.coverage	channel-code	plain	architecture.coverage	src/Analysis/Policy/Inline/Directive/DirectiveNameHints.php	24	1	* carries no level: stripping anything off `architecture.coverage` gives a
architecture.coverage	channel-code	plain	architecture.coverage	src/Core/README.md	359	1	- `X` — equality. `architecture.coverage` addresses that name and nothing else;
architecture.coverage	channel-code	plain	architecture.coverage	src/Core/README.md	594	1	- one rule class can emit several channels, some under rule names no class declares as its own (`LayerViolationRule` emits `architecture.coverage`, `architectur
architecture.coverage	channel-code	plain	architecture.coverage	src/Infrastructure/DependencyInjection/CompilerPass/ChannelDeclarationCompilerPass.php	49	1	* diagnostics are emitted under their own identity (`architecture.coverage`,
architecture.coverage	channel-code	plain	architecture.coverage	src/Infrastructure/DependencyInjection/CompilerPass/ChannelDeclarationCompilerPass.php	494	1	// their own identity (e.g. "architecture.coverage") by a producer
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Configuration/Integration/Loader/YamlNormalizationCharacterizationTest.php	306	1	yield 'architecture.coverage (scalar, single-word key)' => [
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Configuration/Integration/Loader/YamlNormalizationCharacterizationTest.php	307	1	'architecture.coverage scalar value flows through; key already lowercase',
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Configuration/Integration/YamlKeyReachabilityTest.php	416	1	yield 'architecture.coverage (single-word scalar)' => [
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Configuration/Integration/YamlKeyReachabilityTest.php	417	1	'architecture.coverage',
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Evidence/Prioritization/Support/StubRemediationMinutes.php	99	1	'architecture.coverage' => 15,
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Finding/Fixtures/Channels/declared.txt	77	1	architecture.coverage - project config-error
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Finding/Fixtures/Channels/order.txt	60	1	architecture.coverage
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Finding/Integration/ChannelDeclarationFixtureDriftTest.php	175	1	'architecture.coverage',
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Finding/Integration/ChannelSuggestionTieTest.php	54	1	'architecture.coverage',
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Finding/Integration/ChannelUniverseCoverageTest.php	35	1	* `coupling.cbo.class` and gives up on `architecture.coverage` is worse than
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Finding/Integration/ChannelUniverseCoverageTest.php	206	1	// "architecture.coverage" minus its last segment is "architecture",
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Finding/Integration/ConfigurationValidatorSilencingPathsTest.php	75	1	// A class outside every layer feeds `architecture.coverage`.
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Finding/Integration/ConfigurationValidatorSilencingPathsTest.php	261	1	* file green and still break `only_rules: [architecture.coverage]`.
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Finding/Integration/LevelActivityCoversEveryDeclaredLevelTest.php	26	1	* on the first attempt — `architecture.coverage`,
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Finding/Unit/ChannelDeclarationCompilerPassTest.php	126	1	'architecture.coverage',
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Finding/Unit/ChannelDeclarationCompilerPassTest.php	132	1	* `architecture.coverage` is emitted by {@see LayerDeclarationValidator}
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Finding/Unit/ChannelDeclarationCompilerPassTest.php	159	1	self::assertSame(LayerViolationRule::REMEDIATION_MINUTES, $minutesByRule['architecture.coverage']);
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Finding/Unit/FindingChannelTest.php	121	1	$this->expectExceptionMessage('Write "architecture.coverage"');
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Finding/Unit/FindingChannelTest.php	123	1	new FindingChannel('architecture.layer-violation#architecture.coverage');
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Finding/Unit/FindingTest.php	213	1	code: 'architecture.coverage',
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Finding/Unit/FindingTest.php	220	1	new FindingChannel('architecture.coverage'),
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Finding/Unit/NameSelectorTest.php	19	1	$selector = NameSelector::tryParse('architecture.coverage');
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Finding/Unit/NameSelectorTest.php	22	1	self::assertTrue($selector->matches('architecture.coverage'));
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Finding/Unit/NameSelectorTest.php	35	1	self::assertFalse($selector->matches('architecture.coverage'));
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Finding/Unit/NamespaceExclusionFilterTest.php	76	1	// architecture.coverage and friends are project-level (empty namespace) diagnostics,
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Finding/Unit/RuleNamespaceExclusionProviderTest.php	207	1	'architecture.coverage',
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Finding/Unit/RuleNamespaceExclusionProviderTest.php	218	1	new FindingChannel('architecture.coverage'),
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Finding/Unit/RuleNamespaceExclusionProviderTest.php	225	1	new FindingChannel('architecture.coverage'),
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Finding/Unit/RuleSelectorTest.php	34	1	new FindingChannel('architecture.coverage'),
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Finding/Unit/RuleSelectorTest.php	82	1	['architecture.coverage'],
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Finding/Unit/RuleSelectorTest.php	87	1	new FindingChannel('architecture.coverage'),
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Finding/Unit/RuleSelectorTest.php	89	1	['architecture.coverage'],
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Finding/Unit/RuleSelectorTest.php	296	1	self::assertTrue($this->selector->matchesKnown('architecture.coverage', $producers));
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Finding/Unit/SelectorCompatibilityOracleTest.php	22	1	* written against real names (`architecture.coverage` and friends) would
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Policy/Architecture/Unit/CoverageDiagnosticsTest.php	105	1	self::assertSame('architecture.coverage', $diagnostic->ruleName);
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Policy/Architecture/Unit/CoverageDiagnosticsTest.php	106	1	self::assertSame('architecture.coverage', $diagnostic->code);
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Policy/Architecture/Unit/CoverageValidatorTest.php	59	1	$this->expectExceptionMessage('architecture.coverage');
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Policy/Architecture/Unit/CoverageValidatorTest.php	68	1	$this->expectExceptionMessage('architecture.coverage');
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Policy/Architecture/Unit/UnassignedClassDiagnosticsTest.php	44	1	* assigned to a layer", which `architecture.coverage` cannot express because
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Policy/Architecture/Unit/UnassignedClassDiagnosticsTest.php	103	1	* `architecture.coverage`; the count reported here must not move because
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Policy/Baseline/Unit/ConfigurationErrorChannelRejectionTest.php	61	1	private const string RULE_NAME = 'architecture.coverage';
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Policy/Inline/Unit/SuppressionTest.php	84	1	rule: 'architecture.coverage',
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Policy/Inline/Unit/SuppressionTest.php	92	1	self::assertTrue($suppression->matches('architecture.coverage', SymbolLevel::Class_));
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Run/Unit/RuleProducerPreparationTest.php	172	1	? [new FindingChannel('architecture.coverage')]
architecture.coverage	channel-code	plain	architecture.coverage	tests/Analysis/Run/Unit/RuleProducerPreparationTest.php	180	1	selection: new RuleSelection(only: ['architecture.coverage']),
architecture.coverage	channel-code	plain	architecture.coverage	tests/Infrastructure/Console/Unit/ExitCodeResolverConfigurationErrorTest.php	35	1	private const string CHANNEL = 'architecture.coverage';
architecture.coverage	channel-code	plain	architecture.coverage	tests/Infrastructure/Unit/ChannelUniverseTest.php	118	1	'architecture.coverage',
architecture.coverage	channel-code	plain	architecture.coverage	tests/Infrastructure/Unit/ChannelUniverseTest.php	123	1	['architecture.layer-violation', 'architecture.coverage'],
architecture.coverage	channel-code	plain	architecture.coverage	tests/Infrastructure/Unit/ChannelUniverseTest.php	166	1	'architecture.layer-violation' => ['architecture.coverage'],
architecture.coverage	channel-code	plain	architecture.coverage	tests/Infrastructure/Unit/ChannelUniverseTest.php	173	1	$universe->producerOf('architecture.coverage'),
