461	CLOSED	yes	Вердикты молчат, когда выключен сам продюсер директив	Закрыто в П4: подготовкой директив независимо от enablement правила	none - verified prepareInlineDirectives/enableUsageReporting split present in current code
482	PARTIAL	n/a	`Overrun` не различает направления границы	Разделение вердикта надвое остаётся открытым и возможно только после того, как понятие направления появится у слоя правил	text now states an assertion rather than a label (closed), but splitting the verdict in two is still open; verified machine key 'overrun' unchanged
502	CLOSED	yes	Семь команд консоли стоят ровно на когезии 40, и все — в ратчете	Закрыто пакетом Х3-C2, гигиена ратчета (2026-09-03).	none - verified qmx.yaml uses exact per-file exclude_paths under health.cohesion matching the described seven classes
525	OPEN	n/a	Отчёт команды печатает пути относительно корня проекта, и только их	Что закроет: печать корня прогона в шапке рядом с охватом — работа на одну строку, но она... не хвост чужого пакета	directives command header still doesn't print the run root alongside multi-root scope
536	CLOSED	yes	Прогресс идёт в тот же поток, что и полезная нагрузка	Закрыто пакетом Х3-G (2026-09-03).	none - verified --no-progress present on report commands, ErrorStream/ProgressConfigurator exist
576	PARTIAL	n/a	Диагностика идёт мимо кадра прогресса, и её фолбэки не сведены	Остаётся: предупреждение `WorkerBootstrap` пишется в `STDERR` дочернего процесса — этот шов новым владельцем не покрыт	main frame-corruption fix landed (ErrorStream, DiagnosticOutput removed - verified), but WorkerBootstrap's child-process STDERR write remains uncovered (see line 1789)
622	CLOSED	yes	`check` и `directives` расходятся о подавлении позднего канала	Закрыто заходом Х4, пакет 2 (2026-09-03).	none - verified DirectiveChannelBan class and DirectivesCommandTest::itRefusesEveryDirectiveFormThatReachesTheBannedChannel exist
691	CLOSED	yes	Контроль эквивалентности силён ровно настолько, насколько разнороден наш `src`	Закрыто пакетом Х3-F (2026-09-03, во второй редакции).	none - verified composer.json directives:narrow-control runs the seeded NarrowControl/Silenced fixture with --require-heterogeneity
735	OPEN	n/a	Удельная цена больше не линейна по числу директив	Что закроет: если шаг снова начнёт мешать, считать не директивы, а Σ(nᴿ · Tᴿ)	no change made; per-rule cost variance remains, fix only planned conditionally if it becomes a blocker
747	CLOSED	no	Два полных исполнения остаются в цене узкого прохода	Что закроет: ничего дешёвого... запись существует, чтобы следующий заход не «оптимизировал» его	none - entry explicitly declares this a permanent, intentionally-unoptimized cost with no viable cheaper fix
759	OPEN	n/a	Аудит директив не адресует продюсера без класса, и ветка сужения для него недостижима	Что закроет: первый настоящий потребитель сужения помимо аудита — либо снятие ветки вместе с обещанием	unreachable narrowing branch for classless producers still exists, untested by real usage
774	PARTIAL	n/a	`isRuleDisabledByOptions()` не спускается в поуровневую конфигурацию	Запись покрывала не весь дефект. ... измерено, что частичное ... даёт тот же ложный Inert	full-disable case closed (isRuleDisabledByOptions removed, LevelActivity added, verified); partial-disable case shown to share the same false-Inert defect, closure tied to the physical-directive gap at line 799
799	OPEN	n/a	Физическая директива не несёт уровня, и на ней исходный дефект остался	обещание «директива на выключенном уровне не требует снятия» выполняется для двух авторских форм из трёх; на третьей CI по-прежнему красный	NextLine directives still lack a carried subject/level; false Inert verdict persists for that physical form
828	OPEN	n/a	Вывод команды `directives` не входит в сравниваемые поверхности гейта	Что закроет: `directives` в списке поверхностей, с корпусным кейсом	verified 'directives' absent from scripts/finding-gate/Surfaces.php; still not covered by the equivalence gate
842	CLOSED	yes	Разнородный прогон контроля эквивалентности некуда положить	Закрыто пакетом Х3-F (2026-09-03).	none - verified --target/--config required and the seeded fixture tree lives under tests/Analysis/Policy/Inline/Fixtures/NarrowControl
872	CLOSED	yes	Две меры популяции директив связаны тестом, который требует их совпадения	Закрыто пакетом Х3-C, вторая половина (2026-09-03).	none - verified ThresholdDirectivePatternSyncTest removed, ThresholdDirectiveScan and behavioral ThresholdPopulationAgreementTest exist
923	OPEN	n/a	Страж проверяет имя экземпляра, а инварианту нужно имя продюсера	Цена: ноль сегодня — семейство computed порогов не поддерживает; но выражение, которое страж требует, отвечает на соседний вопрос	guard still asserts instance name equals producer name; gap dormant until a classless threshold producer appears
935	CLOSED	yes	Предмет «авторская группа директив» не назван, и это он держит WMC	Закрыто пакетом Х3-E (2026-09-03).	none - verified AuthoredDirectiveGroup and MaskingOutcome classes exist under Directive/Audit
955	CLOSED	yes	`Policy\Inline\Directive` разложен на предмет и его аудит	Закрыто пакетом Х3-E (2026-09-03).	none - verified src/Analysis/Policy/Inline/Directive/Audit directory exists with the described class split
992	OPEN	n/a	Идентичность авторской группы: путь строкой, субъекты строками	Что закроет: нормализация ключей карты в одном месте... и пересечение субъектов по значению VO	$fileKey remains a string, not RelativePath; subjects still compared via string cast, not MetricSubject
1007	PARTIAL	n/a	Страж инварианта видит форму, а не тип, и три класса чтения проходят мимо	Остаются слепыми динамическое имя метода и носитель, нераспознаваемый текстуально; они названы в докблоке стража	false-positive on collaborator params fixed and both known carriers measured (verified guard test exists), but the text-based blind spots for dynamic method names/unrecognized carriers remain, documented not fixed
1038	CLOSED	yes	Пол CI-шага считает измеренным всё, что не названо неизмеренным	Закрыто пакетом Х3-C, первая половина (2026-09-03).	none - verified MeasuredEffects::TABLE-based fail-closed gate script exists
1056	CLOSED	yes	Контроль полноты стража не привязан к местам, которые называет	Закрыто пакетом Х3-D (2026-09-03).	none - verified itFindsExactlyTheKnownProductionCallSites with KNOWN_CALL_SITES naming LongParameterListRule::checkVoConstructor
1074	OPEN	n/a	Проза повторяет счёт, который живёт в коде, и расходится с ним молча	Пока такого теста нет, любая правка чисел — отсрочка, а не закрытие	verified live drift persists: README/RenameMaps/SelfTest still say "fourteen" cases while finding-gate/cases/ holds 16 directories, and no code-tied consistency test for case/control counts exists yet
1113	OPEN	n/a	Разделитель `\s+` у продукта переходит через перевод строки	Что закроет: разделитель `[ \t]+` вместо `\s+`... плюс кейс в фикстуре авторских форм	verified ThresholdOverrideExtractor::PATTERN still uses \s+ right after the tag, so a target on the next line is still misread as '*'
1140	OPEN	n/a	Согласие двух мер проверено на фикстуре и на `src/`, но не на корпусе	Что закроет: параметр цели у перечислителя плюс сверка по корпусу	enumeration tool still targets only src/; finding-gate corpus fixtures remain unmeasured by the second population measure
1154	CLOSED	yes	`CheckCommand` на когезии 50.0 перестал быть наблюдаемым по этому каналу	Закрыто пакетом 6 захода Х5.	none - verified qmx.yaml narrowed the health.cohesion exclusion from the namespace to the seven named files, with the described oracle comment in place
1203	CLOSED	yes	Подробный режим печатает лог в тот же поток, где рисуется бар	Закрыто вместе с ней, пакетом 5 захода Х5 (`a4291097`).	none - duplicate of the line-576 fix; same verified closure (ErrorStream, ProgressConfigurator)
1222	CLOSED	yes	Популяция, удовлетворяющая полу, не даёт сравнению вердиктов увидеть сужение не тем правилом	Закрыто пакетом Х3-F, вторая редакция (2026-09-03).	none - verified third narrow-control run targets the Silenced/ fixture without the heterogeneity floor, per composer.json
1247	CLOSED	no	Ось причин у пола разнородности — покрытие словаря, а не различение	Что закроет: ничего дешёвого и ничего нужного. Запись существует, чтобы следующий заход не прочитал «четыре причины» как «четыре ветки свипа»	none - entry explicitly states no fix is needed or wanted; it exists only as a caution against misreading
1262	CLOSED	yes	Перечисление мест, дающих непонятный код возврата, было короче самих мест дважды	Закрыто пакетом Х3-F, вторая редакция (2026-09-03).	none - verified Harness.php now catches Throwable broadly and GateError.php is required across finding-gate scripts
1284	PARTIAL	n/a	Составной прогон контроля возвращает код первой неудачи, а не худший из трёх	Что закроет: оболочка, исполняющая все цели и сводящая коды. Пока её нет, формулировка «первый упавший» — та, что верна	ordering mitigated (cheapest signal first, verified in composer.json/scripts-descriptions), but no wrapper aggregating all three exit codes exists yet
1300	CLOSED	no	Посаженная фикстура входит в перечисление переименований	Решено не исключать каталог из периметра... Исключение сделало бы перечисление меньше правды ради тишины	none - the corrected understanding is the final, adopted decision; verified enumeration-renames.tsv still tracks the fixture as intended
1320	OPEN	n/a	Инвариант «правило не читает чужую директиву» типом в этом дереве не купить	Перечитано после пакета 3 захода Х5: механизма не появилось... Карта переопределений по-прежнему приходит правилу целиком, инвариант по-прежнему держится текстом	no type-level contract replacing the textual guard has been built; re-confirmed as of pack 3 of Х5
1356	PARTIAL	n/a	Гейт не умеет объявить намеренное изменение множества находок	Половина II — изменение состава находок. Открыта, отложена по измеренному основанию	field-move-within-a-record half closed (declared-field-moves.tsv mechanism verified present); declaring appearance/disappearance of whole records remains unimplemented and explicitly deferred
1406	CLOSED	yes	Символьная форма адресует канал, который она не может погасить никогда	Закрыто заходом Х4, пакет 2 (2026-09-03).	none - verified UnusedDirectiveRuleTest::itRefusesAnExactChannelAndAGroupThatReachTheBannedChannel exists; re-read after Х5 packs 3-4 confirmed formulation unchanged
1424	PARTIAL	n/a	Публикация и аудит расходятся ещё в одном месте, и оно остаётся	Что остаётся открытым: порядок стадий не тронут, и отдельного вердикта «effective, но ничего не публикует» нет — он записан ниже, в разделе Х5	docblock promise narrowed and divergence documented as intentional (pack 6), but stage ordering untouched and the missing verdict is carried forward as its own open entry (line 1775)
1458	CLOSED	yes	Подсказки «did you mean» советуют канал, который нельзя погасить	Закрыто пакетом 1 захода Х5 (`44f13a71`)	none - verified DirectiveNameHints::forChannelSelector now filters through addressable() and reads "Its addressable channels are:", closing the remaining branch the entry itself flagged (also fixed per line-1692 review)
1481	OPEN	n/a	Форма без фильтра правил не получает вердикта и может умереть молча	Перечитано после пакета 3 захода Х5: единственное покрытие цело	deliberately accepted gap: @qmx-ignore-file without a channel still gets no dedicated verdict; verified sole coverage fixture (EveryChannelSuppression.php) still exists and unaddressed
1504	PARTIAL	n/a	Поканальные исключения к этому каналу неприменимы по построению	Половина «леджер исключений» осталась, и теперь у неё есть измеренная причина	channel-selection half closed (RuleExecutionInterface::publishable() verified present); exclusion-ledger half remains unimplemented, per-rule exclude_* under this channel still silently inert
1548	CLOSED	yes	`exclude_namespace_channels` не может назвать канал с дефисом	Закрыто пакетом 4 захода Х5 (`aa948685`).	none - verified ConfigSchema now owns which keys stay unnormalized for exclude_namespace_channels; the hyphen defect itself is fixed (a related but separate tail is tracked at line 1760)
1580	CLOSED	yes	`Outcome::asDeclared()` сверяет объявленное подмножеством, а не равенством	Закрыто пакетом 2 захода Х5 (`7955a703`) в части семантики	none for the subset-vs-equality defect itself - verified Probe::alsoReddens()/REDDENED MORE THAN DECLARED exist; residual issues split off as their own entries (lines 1715, 1728, 1743)
1605	CLOSED	no	Методическая: запись follow-up описывает предмет уже, чем он есть	Что из этого следует практически: измерение до планирования обязательно... второй раунд ревью плана обязателен	none - a process lesson recorded from completed reviews, not a code defect awaiting a fix
1636	CLOSED	no	Обязанность снять объявления гейта переходит первому шагу следующего захода	Снять их обязан первый шаг следующего захода, чей эталон уже содержит эти правки	none - verified finding-gate/declared-delta.tsv and declared-field-moves.tsv are header-only today and finding-gate/declared-delta/ no longer exists; git log shows commit 35044849 "chore(gate): empty the declarations X5 left for this step" discharged the obligation
1662	CLOSED	yes	`Fs::write` писал сквозь жёсткую ссылку, и стенд правил рабочее дерево	Найдено и починено пакетом 1 (`593b6db2`)	none - verified Fs::write in scripts/finding-gate/Fs.php writes to a temp path and renames over it
1678	CLOSED	yes	`--derive-declared-delta` печатал «nothing was written», уже переписав файлы	Найдено попутно измерением Х5 и починено пакетом 1 (`8efb778c`)	none - verified derive-refuses-broken-run control exists in scripts/finding-gate-controls/Controls.php
1692	CLOSED	yes	Подсказка о каналах правила называла забаненный канал	Закрыта фиксами по ревью исполнения Х5 (2026-09-04), коммит `9975b011`	none - verified DirectiveNameHints filters the banned channel out of both the exact-name and group-selector branches via addressable()
1715	OPEN	n/a	Ключ кейса харнесса пробников — имя без `classname`	Открыта.	Suite::fromJUnit() still keys a case by bare `name`; two same-named methods in different classes still collide
1728	OPEN	n/a	Условие покрытия стенда читает покрасневшее, а не объявленное	Открыта, и это вторая независимая дыра того же семейства, что закрыл пакет 2	Report::unguarded() still sums actually-red cases rather than declared ones; cascade-only-red cases still count as guarded
1743	OPEN	n/a	Стенд пробников недетерминирован под нагрузкой — гипотеза	Механизм не диагностирован — отсюда «гипотеза»	root cause of load-dependent flakiness in directives:controls not diagnosed or fixed
1760	OPEN	n/a	Ключ исключения, называющий канал без уровня `namespace`, принимается и молчит	Что закроет: смена контракта валидатора с производимости на применимость — предмет своего ADR, а не строчка в этом	validator still checks producibility, not applicability; a namespace-only exclude key for a non-namespace channel is accepted and silently does nothing
1775	OPEN	n/a	Отдельного вердикта «effective, но ничего не публикует» нет	Что закроет: аудиту передаётся опубликованное множество рядом с произведённым, и вердикт различает «погасило находку» и «погасило находку, которую отчёт всё равно не показал бы»	no such distinguishing verdict exists; gate does not cover the directives command output, so this will not be caught there either
1789	OPEN	n/a	Предупреждение `WorkerBootstrap` пишется в `STDERR` дочернего процесса — гипотеза	Открыта, выведена из кода, не исполнена	verified WorkerBootstrap::canInstantiate() still writes unconditionally to \STDERR; whether it's actually lost under amphp workers has not been measured
1803	OPEN	n/a	Порог `code-smell.constructor-overinjection` у `ResultPresenter` поднят с 9 до 10	Что закроет: разбиение `ResultPresenter` на предмет отчёта и предмет подавленной композиции	verified threshold raised to warning=10/error=10 in ResultPresenter docblock as a named, deliberate deviation; the owning refactor is not done
1819	OPEN	n/a	Протухшее исключение конфигурации не получает вердикта, а протухшая директива получает	Что закроет: вердикт протухания для исключений конфигурации, аналогичный директивному	no staleness verdict exists yet for exclude_paths-style config exclusions; the seven cohesion-exclusion lines from line 502 can go stale unnoticed
