itExitsTwoOnAnInertDirective	MISDECLARED	verdict-ignores-the-measurement	the case asserts exit 2 and "inert: removing it changes nothing.", both derived from `effect === Inert`; forcing `$effect = Effective` denies exactly that	batch run (controls-batch.log): verdict-ignores-the-measurement "as declared", case in its alsoReddens; reading tests/Infrastructure/Console/Functional/DirectivesCommandTest.php:80-89
itLeavesADirectiveUnmeasuredWhenItsRuleIsSwitchedOff with data set "every level of it"	MISDECLARED	ignore-disabled-producer	the case asserts "unmeasured: the producer of the addressed channel did not run."; the mutation (`return $enabled ? null : ProducerDisabled;` -> `return null;`) is exactly the check that produces that verdict/reason, so a directive on a switched-off producer is judged as if the producer were enabled	batch run (controls-batch.log): ignore-disabled-producer "as declared", case in its alsoReddens; reading scripts/directive-audit-controls/Probes.php:1666-1680 and tests/Infrastructure/Console/Functional/DirectivesCommandTest.php:975-994
itLeavesADirectiveUnmeasuredWhenItsRuleIsSwitchedOff with data set "the whole rule"	MISDECLARED	ignore-disabled-producer	same mechanism and assertion as the "every level of it" data set, only the disabling configuration shape differs	batch run (controls-batch.log): ignore-disabled-producer "as declared", case in its alsoReddens; reading scripts/directive-audit-controls/Probes.php:1666-1680 and tests/Infrastructure/Console/Functional/DirectivesCommandTest.php:975-994
itPrintsTheSweepScopeInBothFormats	UNGUARDED	—	the case's only guard, report-forgets-the-run, empties coverage and trips the unrelated "analysed no PHP files" refusal before the printed report ever reaches the sweep-scope line; the case's own subject (how --sweep=full is described in text vs. json) is untouched by any probe's mutation	batch run (controls-batch.log): report-forgets-the-run "as declared", case only in its alsoReddens, no other of the 113 probes declares or reddens it; reading tests/Infrastructure/Console/Functional/DirectivesCommandTest.php:714-730 and src/Infrastructure/Console/Command/DirectivesCommand.php:228-241
itPrintsWhatThePopulationCarriesWhetherOrNotTheFloorIsMet	MISDECLARED	measured-table-flipped	the case asserts the literal describe() text "measured threshold verdicts: 3"; flipping MeasuredEffects::TABLE['unmeasured'] to true changes what VerdictReport::measuredThresholdCount() counts as measured, changing that exact number (table-forgets-a-verdict, population-holds-both-halves and the three heterogeneity-* probes are independent direct matches on the other two printed lines of the same describe() call)	batch run (controls-batch.log): measured-table-flipped "as declared", case in its alsoReddens; reading scripts/directive-audit/MeasuredEffects.php:24-29, scripts/directive-audit/HeterogeneityFloor.php:66-73 and tests/Unit/RuleVocabulary/DirectiveAuditReportReadingTest.php:356-365
itProducesTheSameVerdictsUnderANarrowAndAFullSweepOnATreeWithSeveralRules	MISDECLARED	verdict-ignores-the-measurement	the case asserts that narrow and full sweeps produce the same verdict list; hardcoding `$effect = Effective` for every verdict guarantees both sweeps report identical, wrong effects and denies the comparison directly	batch run (controls-batch.log): verdict-ignores-the-measurement "as declared", case in its alsoReddens; reading tests/Analysis/Policy/Inline/Integration/ThresholdDirectiveAuditTest.php:624-667
itRefusesAPopulationShortOfMeasuredThresholdVerdicts	MISDECLARED	measured-table-flipped	the case asserts the shortfall text "measured threshold verdicts: 3, and --min-measured asks for 4"; flipping TABLE['unmeasured'] to true changes measuredThresholdCount()'s return value, changing that exact number	batch run (controls-batch.log): measured-table-flipped "as declared", case in its alsoReddens; reading scripts/directive-audit/MeasuredEffects.php:24-29 and tests/Unit/RuleVocabulary/DirectiveAuditReportReadingTest.php:344-350
itRefusesToJudgeADirectiveMaskedOnlyByTwoNeighboursTogether	MISDECLARED	no-masking	the case asserts `reason === Masked` for three coalition directives; the mutation (`$maskedBy = null;` unconditionally) skips the coalition pass entirely, so masking is never detected and the case's asserted reason never appears — the probe's own tail reason names this case's sibling pair explicitly	batch run (controls-batch.log): no-masking "as declared", case in its alsoReddens; reading scripts/directive-audit-controls/Probes.php:1169-1186 and tests/Analysis/Policy/Inline/Integration/ThresholdDirectiveAuditTest.php:202-221
itSaysTheSameThingInBothFormats	MISDECLARED	text-summary-by-hand	the case asserts the text and json summaries agree; the mutation replaces the text tally's Unmeasured segment with an empty string, which is exactly what makes the two rendered formats disagree — the probe's own reason names this outcome verbatim ("a hand-written text tally is exactly what makes the two formats disagree")	batch run (controls-batch.log): text-summary-by-hand "as declared", case in its alsoReddens; reading scripts/directive-audit-controls/Probes.php:634-646 and tests/Infrastructure/Console/Functional/DirectivesCommandTest.php:796-816
itSeparatesTheLiveDirectiveFromTheDeadOneOnOneAnchor	MISDECLARED	removal-removes-nothing	the case's own docblock states its purpose is to catch a detector that "removed nothing, or removed the wrong thing, or compared nothing"; removal-removes-nothing is literally "removed nothing", and with it every directive (including the live one) reads as Inert, denying the asserted Effective/Inert split	batch run (controls-batch.log): removal-removes-nothing "as declared", case in its alsoReddens; reading tests/Analysis/Run/Integration/DirectiveAuditPipelineTest.php:28-56
itStillJudgesEachDirectiveOfAThreeWayCoalitionThatChangesNothingTogether	MISDECLARED	structural-masking	the case asserts all three coalition directives are Inert; the mutation (`if ($withoutMaskers->compareTo($withoutAll) === Inert) return null;` -> `if (false) {...}`) changes the coalition's masking decision for every scenario that reaches it, including this one's three-way coalition	batch run (controls-batch.log): structural-masking "as declared", case in its alsoReddens; reading scripts/directive-audit-controls/Probes.php:1187-1204 and tests/Analysis/Policy/Inline/Integration/ThresholdDirectiveAuditTest.php:229-244
itStillJudgesSuppressionsWhenTheDirectiveRuleIsDisabled	UNGUARDED	—	the case's only guard, report-forgets-the-run, empties coverage and trips the unrelated "analysed no PHP files" refusal before the suppression-form assertion is ever reached; the case's own subject (a suppression still judged when `annotation.directive` is disabled) is untouched by any probe's mutation	batch run (controls-batch.log): report-forgets-the-run "as declared", case only in its alsoReddens, no other of the 113 probes declares or reddens it; reading tests/Infrastructure/Console/Functional/DirectivesCommandTest.php:866-888 and src/Infrastructure/Console/Command/DirectivesCommand.php:228-241
itStillJudgesTheOutcomeOfARuleThatPublishesNoBoundary	MISDECLARED	boundary-always-observable	the case's second assertion is `assertFalse($verdicts[0]->boundaryObservable)`; the mutation hardcodes `boundaryObservable: true` for every verdict, denying that exact field directly (the scenario — Effective plus unobservable — is distinct from the probe's own dedicated sibling, which pairs Inert with unobservable, so this is additional coverage rather than a duplicate of it)	batch run (controls-batch.log): boundary-always-observable "as declared", case in its alsoReddens; reading scripts/directive-audit-controls/Probes.php:1329-1345 and tests/Analysis/Policy/Inline/Integration/ThresholdDirectiveAuditTest.php:430-446
