828	ACTIONABLE	LARGE	Вывод команды `directives` не входит в сравниваемые поверхности гейта	Что закроет: `directives` в списке поверхностей, с корпусным кейсом, в котором директивы разнородны по вердикту. Своя работа: у команды два формата и свои коды возврата, то есть сравнивать надо тройку, а не строку	Add the directives command's two output formats and exit codes to Surfaces::FORMATS with a corpus case carrying heterogeneous directive verdicts
923	ACTIONABLE	UNKNOWN	Страж проверяет имя экземпляра, а инварианту нужно имя продюсера	Что закроет: первый продюсер без класса, поддерживающий порог; тогда страж обязан спрашивать про имя продюсера находки	Missing fact: whether/when a classless producer that supports threshold override will exist; only then does the guard need to switch from instance name to producer name
992	ACTIONABLE	LARGE	Идентичность авторской группы: путь строкой, субъекты строками	Что закроет: нормализация ключей карты в одном месте (тогда путь может стать `RelativePath`) и пересечение субъектов по значению VO. Оба — отдельные предметы: смена любого из них молча меняет адресацию, а не только тип	Normalize thresholdOverrides map keys in one place (enabling RelativePath) and switch subject intersection to VO-value comparison instead of string casting
1007	SUPERSEDED	-	Страж инварианта видит форму, а не тип, и три класса чтения проходят мимо	Типовой гарантии здесь нет — три измерения, по которым она не куплена, ниже, в разделе Х3-D	line 1320, heading "Инвариант «правило не читает чужую директиву» типом в этом дереве не купить"
1074	ACTIONABLE	SMALL	Проза повторяет счёт, который живёт в коде, и расходится с ним молча	Что закроет ... тест, читающий прозу периметра и требующий согласия с count(Surfaces::FORMATS), числом каталогов кейсов и Controls::all(). Инструмент перечисления уже написан ... его субъектные слова ... для двух других счётов надо дополнить своими	Extend the existing enumeration-surface-count tool/test with "case" and "control" subject words and add a consistency test tying prose counts to Surfaces::FORMATS, case directories and Controls::all()
1113	ACTIONABLE	SMALL	Разделитель `\s+` у продукта переходит через перевод строки	Что закроет: разделитель `[ \t]+` вместо `\s+` (либо явный отказ на директиве без цели), плюс кейс в фикстуре авторских форм	Change ThresholdOverrideExtractor::PATTERN's separator from \s+ to [ \t]+ (or refuse a target-less directive) and add a fixture case, run through the equivalence gate
1140	ACTIONABLE	SMALL	Согласие двух мер проверено на фикстуре и на `src/`, но не на корпусе	Что закроет: параметр цели у перечислителя плюс сверка по корпусу — та же работа, что нужна разнородному прогону контроля узкого прохода (запись выше), и делать её стоит одним шагом	Add a target parameter to enumerate-inline-directives.php and check the two population measures agree over finding-gate/cases/ too
1154	ACCEPTED	-	`CheckCommand` на когезии 50.0 перестал быть наблюдаемым по этому каналу	Цена выбранного: файл из списка, чья когезия позже поднимется, оставит исключение, которое ничего не гасит и никому об этом не скажет	-
1222	ACCEPTED	-	Популяция, удовлетворяющая полу, не даёт сравнению вердиктов увидеть сужение не тем правилом	Осталось как цена: два прогона по одной фикстуре вместо одного, и требование помнить, что пол и различающая сила тянут в разные стороны — пол требует Overrun, а Overrun закрывает одну из проб	-
1247	ACCEPTED	-	Ось причин у пола разнородности -- покрытие словаря, а не различение	Что закроет: ничего дешёвого и ничего нужного. Запись существует, чтобы следующий заход не прочитал «четыре причины» как «четыре ветки свипа»	-
1284	ACTIONABLE	SMALL	Составной прогон контроля возвращает код первой неудачи, а не худший из трёх	Что закроет: оболочка, исполняющая все цели и сводящая коды. Пока её нет, формулировка «первый упавший» — та, что верна	Write a small wrapper that runs all three narrow-control targets and reports the worst exit code instead of the first failure
1300	ACCEPTED	-	Посаженная фикстура входит в перечисление переименований	Решено не исключать каталог из периметра ... Исключение сделало бы перечисление меньше правды ради тишины	-
1320	ACTIONABLE	LARGE	Инвариант «правило не читает чужую директиву» типом в этом дереве не купить	Что закроет: другой контракт, а не более умный токенизатор — например, переопределения приходят правилу уже отфильтрованными по его имени ... Перечитано после пакета 3 захода Х5: механизма не появилось	Design a contract where a rule receives its threshold overrides pre-filtered to its own name (removing both the RuleInterface/AnalysisContext cycle risk and the map privatization problem), replacing the current text-based guard
1356	ACTIONABLE	LARGE	Гейт не умеет объявить намеренное изменение множества находок	Половина II ... Открыта, отложена по измеренному основанию ... Что закроет: форма объявления, ключуемая кейсом и точными множествами идентичностей исчезающих и появляющихся записей. Это правка самого компаратора, поэтому за ней обязателен повторный composer gate:controls	Design a declared-finding-set-change form (keyed by case, naming exact appearing/disappearing finding identities) in the gate comparator, covering coverage-witness and aggregate-movement forks, then rerun gate:controls
1424	SUPERSEDED	-	Публикация и аудит расходятся ещё в одном месте, и оно остаётся	Что остаётся открытым: порядок стадий не тронут, и отдельного вердикта «effective, но ничего не публикует» нет — он записан ниже, в разделе Х5	line 1775, heading "Отдельного вердикта «effective, но ничего не публикует» нет"
1458	SUPERSEDED	-	Подсказки «did you mean» советуют канал, который нельзя погасить	Что осталось и записано отдельно (см. раздел Х5): ветка «X names a rule, not a channel. Its channels are: …» через addressable() не проходит и по-прежнему печатает забаненный канал среди каналов правила	line 1692, heading "Подсказка о каналах правила называла забаненный канал"
1481	ACTIONABLE	LARGE	Форма без фильтра правил не получает вердикта и может умереть молча	Что закроет: отдельный вердикт для формы без фильтра ... Это работа своего масштаба: у формы нет адресуемого канала, поэтому ответ придётся строить из состава подавленного, а не из каталога	Design and build a dedicated verdict for the channel-less @qmx-ignore-file form that reports what it actually suppressed in a given run, instead of leaving it unmeasured
1504	ACTIONABLE	LARGE	Поканальные исключения к этому каналу неприменимы по построению	Что закроет: решение о месте сборки — либо канал порождается внутри исполнения правила и проходит леджер вместе со счётом, либо у поздних каналов заводится собственная стадия исключений со своим счётом. Оба варианта трогают порядок публикации	Decide and implement where the late annotation.unused-directive channel gets its own exclusion accounting: either generated inside rule execution through the exclusion ledger, or via a new dedicated exclusion stage for late channels
1548	SUPERSEDED	-	`exclude_namespace_channels` не может назвать канал с дефисом	Хвост, названный пакетом заранее и оставшийся: ключ `annotation.unused-directive` под `annotation.directive` теперь принимается и не гасит ничего — производимость, а не применимость, по ADR 0025. Отдельная запись об этом — в разделе Х5 ниже	line 1760, heading "Ключ исключения, называющий канал без уровня `namespace`, принимается и молчит"
1580	SUPERSEDED	-	`Outcome::asDeclared()` сверяет объявленное подмножеством, а не равенством	Что осталось открытым и записано отдельно (раздел Х5): ключ кейса без `classname`; условие покрытия, считающее защищённым кейс, который краснеет только чьим-то каскадом; и недетерминизм стенда под нагрузкой	line 1715 "Ключ кейса харнесса пробников -- имя без `classname`"; line 1728 "Условие покрытия стенда читает покрасневшее, а не объявленное"; line 1743 "Стенд пробников недетерминирован под нагрузкой -- гипотеза"
1636	ACTIONABLE	SMALL	Обязанность снять объявления гейта переходит первому шагу следующего захода	Снять их обязан первый шаг следующего захода, чей эталон уже содержит эти правки	Delete the three named declared-delta/declared-field-moves gate artifacts (finding-gate/declared-delta.tsv, declared-delta/ diffs, declared-field-moves.tsv) as the first step of the next approach
1715	ACTIONABLE	SMALL	Ключ кейса харнесса пробников -- имя без `classname`	Что закроет: ключ `classname::name`, плюс переписывание 191 объявления скриптом по JUnit-логу — ровно та же операция, которой пакет 2 переписал 45	Key JUnit cases by classname::name instead of bare name, and rewrite the 191 affected probe declarations by script as package 2 did for 45
1728	ACTIONABLE	SMALL	Условие покрытия стенда читает покрасневшее, а не объявленное	Дешёвая форма лечения: считать покрытие от объявлений ($probe->reddens), а не от покрасневшего. Тогда каскад остаётся тем, чем он объявлен — терпимым хвостом, а не свидетельством	Change Report::unguarded() to compute coverage from declared reddens sets, not from actual red outcomes, so the 23 cascade-only cases stop looking protected
1743	ACTIONABLE	UNKNOWN	Стенд пробников недетерминирован под нагрузкой -- гипотеза	Механизм не диагностирован — отсюда «гипотеза». Правдоподобные кандидаты: тест, чувствительный ко времени или к порядку, и клон, разделяющий кэш с другим прогоном. Ни один не проверен	Missing fact: which candidate mechanism (time/order-sensitive test vs. cache-sharing clone) actually causes flakiness under load; needs diagnosis before a fix can be sized
1760	ACTIONABLE	LARGE	Ключ исключения, называющий канал без уровня `namespace`, принимается и молчит	Что закроет: смена контракта валидатора с производимости на применимость — предмет своего ADR, а не строчка в этом	Redesign the exclude-key validator's contract from "is the name producible" to "is the exclusion applicable", as its own ADR
1775	ACTIONABLE	LARGE	Отдельного вердикта «effective, но ничего не публикует» нет	Что закроет: аудиту передаётся опубликованное множество рядом с произведённым, и вердикт различает «погасило находку» и «погасило находку, которую отчёт всё равно не показал бы»	Pass the published finding set alongside the produced set into the directive audit so it can distinguish "suppressed a finding" from "suppressed a finding the report wouldn't have shown anyway"
1789	ACTIONABLE	UNKNOWN	Предупреждение `WorkerBootstrap` пишется в `STDERR` дочернего процесса -- гипотеза	Что закроет: сперва измерение — прогон с коллектором, не реализующим ParallelSafeCollectorInterface, при --workers>0 и наблюдение обоих потоков. Пока это не сделано, «предупреждение теряется» остаётся гипотезой, а не фактом	Missing fact: whether the child-process STDERR warning is actually lost; run a --workers>0 measurement with a non-ParallelSafeCollectorInterface collector and observe both streams before sizing a fix
1803	ACTIONABLE	LARGE	Порог `code-smell.constructor-overinjection` у `ResultPresenter` поднят с 9 до 10	Что закроет: разбиение `ResultPresenter` на предмет отчёта и предмет подавленной композиции. Это работа своего масштаба, и порог 10 — расписка в том, что она отложена	Split ResultPresenter into a report subject and a suppressed-composition subject, removing the need for the constructor-overinjection threshold bump
1819	ACTIONABLE	SMALL	Протухшее исключение конфигурации не получает вердикта, а протухшая директива получает	Что закроет: вердикт протухания для исключений конфигурации ... Универсум для него уже собирается — --format=suppressed знает механизм и суппрессора каждой подавленной находки; недостаёт обратного вопроса «какие настроенные исключения не подавили ничего»	Add a staleness verdict for config-level exclude_* entries by inverting the already-collected --format=suppressed data to ask "which configured exclusions suppressed nothing"
