# enumeration-step5-file-sets.tsv
# Measured on branch rule-vocabulary-channel-levels at HEAD de36c45a.
# Universe: tracked files only (git ls-files, 1989 files). vendor/ and
# .claude/worktrees/ are untracked and therefore absent by construction.
#
# LAYOUT, in this order:
#   1. `subject` TSV rows - one per subject A-J: sizes per bucket + the command
#   2. `member` TSV rows  - one row per (subject, file), with its subject count
#   3. `#` comment blocks, in this order:
#        - full-universe 10x10 overlap matrix
#        - all 45 pairs with up to five example files
#        - empty pairs over the full universe
#        - files in three or more subjects, full universe, complete
#        - CODE-SURFACE 10x10 matrix (the decision-relevant one) and its 45 pairs,
#          empty pairs and >=3-subject files
#        - subjects x the plan's P5.1/P5.2/P5.3/P5.4 directory cut
#        - point 4: what shape of input no subject covers
#        - subject H: whether the loud refusal it needs exists today
#
# Rationale for the format: a 10x10 matrix is unreadable as TSV rows, and the
# per-file membership is unreadable as prose. So the machine-consumable part
# (sets) is TSV and the human-consumable part (matrix) is a comment block.
# Rejected alternatives: (a) one wide row per file with ten boolean columns -
# 900+ rows, and the matrix still has to be computed by the reader; (b) a
# separate matrix TSV - two files for one measurement, and the DoD asks for one.
#
# CAVEAT: finding-gate/** and scripts/finding-gate*/** are being edited by
# another agent in this same tree. Their membership is measured, not trusted.

kind	subject	what	total	src	tests	website	docs	benchmarks	finding_gate	other	command
subject	A	Violation -> Finding, violationCode -> code	448	168	186	20	58	0	6	10	git grep -lIP '\bViolation|violationCode|\$violations?\b|list<Violation>'  +  git ls-files '*Violation*'
subject	B	removal of Violation::$level	36	6	30	0	0	0	0	0	git grep -lIP '(^|[^A-Za-z_])level:\s*(\$|SymbolLevel::|null)'  +  git grep -lIP '->level\b'  (both intersected with files naming Violation/violation, plus Violation.php itself)
subject	C	level leaves the channel name (10 -> 5)	145	29	64	10	34	0	5	3	git grep -lIF -e 'complexity.cognitive.callable' -e 'complexity.cognitive.class' -e 'complexity.cyclomatic.callable' -e 'complexity.cyclomatic.class' -e 'complexity.npath.callable' -e 'complexity.npath.class' -e 'coupling.cbo.class' -e 'coupling.cbo.namespace' -e 'coupling.instability.class' -e 'coupling.instability.namespace' -e 'ClassCognitiveComplexityOptions' -e 'MethodCognitiveComplexityOptions' -e 'ClassComplexityOptions' -e 'MethodComplexityOptions' -e 'ClassNpathComplexityOptions' -e 'MethodNpathComplexityOptions' -e 'ClassCboOptions' -e 'NamespaceCboOptions' -e 'ClassInstabilityOptions' -e 'NamespaceInstabilityOptions'  +  git ls-files '*{Class,Method,Namespace}*Options.php' for the ten option classes
subject	D	computed.health splits into health.* and computed.*	169	55	47	13	33	0	16	5	column 2 of docs/internal/plans/rule-vocabulary/enumeration-producer-name-consumers.tsv  +  git grep -lIP 'computed\.health|ComputedMetricChannelPresentation|ComputedMetricDefaults|REGISTERED_RULE_COUNT|computed_metrics'  +  the three named guard tests
subject	E	MetricName grammar family.metric	188	85	66	12	18	0	1	6	git grep -lIF -e 'MetricName::'  +  git grep -lIF -e 'typeCoverage.' -e 'halstead.' -e 'unusedPrivate.' -e 'unreachableCode' -e 'pureMethodCount_cohesion' -e 'rfc_own' -e 'rfc_external' -e 'cbo_app' -e 'ce_packages' -e 'ce_framework' -e 'classRank' -e 'methodCountTotal' -e 'methodStatementCount' -e 'implementingEnumCount' -e 'isVoConstructor' -e 'isPromotedPropertiesOnly' -e 'isDataClass' -e 'abstractClassCount' -e 'classLoc' -e 'traitCount' -e 'interfaceCount' -e 'enumCount' -e 'security.hardcodedCredentials' -e 'security.sensitiveParameter'  (the 71 kind=metric-key rows reduced to their distinctive tokens; generic keys loc/mi/ca/ce/cbo/ccn are unsearchable as bare text)
subject	F	RuleCategory withdrawn	108	39	48	0	20	0	0	1	git grep -lIF -e 'RuleCategory'
subject	G	$levels typed SymbolLevel; all(SymbolLevel)	252	90	122	4	29	0	2	5	git grep -lIP 'ComputedMetricDefinition|->all\(SymbolType|->all\(\$type\)|mapLevel\(|->levels\b|(^|[^A-Za-z_])levels:|SymbolLevelProjection|MetricRepositoryInterface'  (seeded by Serena find_referencing_symbols on MetricRepositoryInterface::all and ComputedMetricDefinition::$levels)
subject	H	directive grammars accept a colon	70	18	8	21	20	0	0	3	git grep -lIP 'SuppressionExtractor|ThresholdOverrideExtractor|InlineDirectiveValidator|ChannelExclusionKeyValidator|PATTERN_SYMBOL|PATTERN_NEXT_LINE|PATTERN_FILE'  +  git grep -lIP 'qmx-ignore|qmx-threshold' -- 'website/docs' (user-facing grammar pages only; @qmx-* tags inside src/ are suppressions, not grammar)
subject	I	baseline v13 -> v14	187	61	79	6	32	0	5	4	git ls-files -- src/Analysis/Policy/Baseline tests/Analysis/Policy/Baseline qmx-baseline.json  +  git grep -lIP 'BaselineMigrator|SCHEMA_VERSION|CURRENT_VERSION|BaselineWriter|BaselineLoader|GitLabCodeQualityFormatter|SarifFormatter|fingerprint'
subject	J	site, CHANGELOG, ADR, generated inventories	113	0	0	57	53	0	0	3	git ls-files -- website/docs docs/adr docs/internal/modular-architecture-manifest.json docs/internal/generated CHANGELOG.md qmx.yaml qmx.yaml.example

kind	subject	file	subject_count	all_subjects
member	A	src/Analysis/Evidence/CircularDependency/CircularDependencyRule.php	2	AF
member	A	src/Analysis/Evidence/CircularDependency/Contract/CircularDependencyPreparationInterface.php	1	A
member	A	src/Analysis/Evidence/CodeSmell/AbstractCodeSmellRule.php	3	AFG
member	A	src/Analysis/Evidence/CodeSmell/CodeSmellFinding.php	1	A
member	A	src/Analysis/Evidence/CodeSmell/ConstructorOverinjectionRule.php	3	AEF
member	A	src/Analysis/Evidence/CodeSmell/IdenticalSubExpressionRule.php	3	AFG
member	A	src/Analysis/Evidence/CodeSmell/LongParameterListRule.php	3	AEF
member	A	src/Analysis/Evidence/CodeSmell/UnreachableCodeRule.php	3	AEF
member	A	src/Analysis/Evidence/CodeSmell/UnusedPrivateRule.php	3	AEF
member	A	src/Analysis/Evidence/Cohesion/LcomRule.php	3	AEF
member	A	src/Analysis/Evidence/Complexity/CognitiveComplexityRule.php	5	ABCEF
member	A	src/Analysis/Evidence/Complexity/ComplexityRule.php	5	ABCEF
member	A	src/Analysis/Evidence/Complexity/NpathComplexityRule.php	5	ABCEF
member	A	src/Analysis/Evidence/Complexity/WmcRule.php	3	AEF
member	A	src/Analysis/Evidence/ComputedMetrics/ComputedMetricRule.php	3	AFG
member	A	src/Analysis/Evidence/ComputedMetrics/Finding/ComputedMetricFindingBuilder.php	2	AG
member	A	src/Analysis/Evidence/ComputedMetrics/Health/Contract/DrillDown/WorstClassDrillDown.php	3	AEG
member	A	src/Analysis/Evidence/ComputedMetrics/Health/Contract/Summary/HealthSummaryBuilder.php	3	AEG
member	A	src/Analysis/Evidence/ComputedMetrics/Health/Offender/WorstOffenderBuilder.php	1	A
member	A	src/Analysis/Evidence/Coupling/CboRule.php	6	ABCEFG
member	A	src/Analysis/Evidence/Coupling/ClassRankRule.php	4	AEFG
member	A	src/Analysis/Evidence/Coupling/DistanceRule.php	4	AEFG
member	A	src/Analysis/Evidence/Coupling/InstabilityRule.php	6	ABCEFG
member	A	src/Analysis/Evidence/Design/AbstractTypeCoverageRule.php	2	AF
member	A	src/Analysis/Evidence/Design/DataClassRule.php	3	AEF
member	A	src/Analysis/Evidence/Design/GodClassRule.php	3	AEF
member	A	src/Analysis/Evidence/Design/InheritanceRule.php	3	AEF
member	A	src/Analysis/Evidence/Design/NocRule.php	3	AEF
member	A	src/Analysis/Evidence/Duplication/CodeDuplicationRule.php	2	AF
member	A	src/Analysis/Evidence/Maintainability/MaintainabilityRule.php	3	AEF
member	A	src/Analysis/Evidence/Prioritization/Debt/DebtCalculator.php	2	AD
member	A	src/Analysis/Evidence/Prioritization/Debt/RemediationTimeRegistry.php	3	ADG
member	A	src/Analysis/Evidence/Prioritization/Impact/ClassRankResolver.php	3	AEG
member	A	src/Analysis/Evidence/Prioritization/Impact/ImpactCalculator.php	3	AEG
member	A	src/Analysis/Evidence/Prioritization/Impact/RankedIssue.php	2	AE
member	A	src/Analysis/Evidence/Security/AbstractSecurityPatternRule.php	3	AFG
member	A	src/Analysis/Evidence/Security/HardcodedCredentialsRule.php	4	AEFG
member	A	src/Analysis/Evidence/Security/SecurityPatternFinding.php	1	A
member	A	src/Analysis/Evidence/Security/SensitiveParameterRule.php	4	AEFG
member	A	src/Analysis/Evidence/Size/ClassCountRule.php	4	AEFG
member	A	src/Analysis/Evidence/Size/MethodCountRule.php	3	AEF
member	A	src/Analysis/Evidence/Size/PropertyCountRule.php	3	AEF
member	A	src/Analysis/Finding/ChannelPresentationView.php	3	ADG
member	A	src/Analysis/Finding/Contract/AcceptedLevel.php	1	A
member	A	src/Analysis/Finding/Contract/ChannelDeclarationRegistryInterface.php	2	AG
member	A	src/Analysis/Finding/Contract/ChannelIdentityInterface.php	2	AC
member	A	src/Analysis/Finding/Contract/ChannelPresentationInterface.php	2	AG
member	A	src/Analysis/Finding/Contract/ChannelShape.php	2	AD
member	A	src/Analysis/Finding/Contract/ConfigurationValidatorInterface.php	1	A
member	A	src/Analysis/Finding/Contract/Filter/ChannelFileScope.php	1	A
member	A	src/Analysis/Finding/Contract/Filter/NamespaceExclusionFilter.php	1	A
member	A	src/Analysis/Finding/Contract/Filter/PathExclusionFilter.php	1	A
member	A	src/Analysis/Finding/Contract/Filter/PredicateFilterStage.php	1	A
member	A	src/Analysis/Finding/Contract/Filter/ViolationFilterInterface.php	1	A
member	A	src/Analysis/Finding/Contract/Filter/ViolationFilterStage.php	1	A
member	A	src/Analysis/Finding/Contract/Filter/ViolationFilterStageInterface.php	1	A
member	A	src/Analysis/Finding/Contract/Filter/ViolationFilterStageResult.php	1	A
member	A	src/Analysis/Finding/Contract/OccurrenceKey.php	1	A
member	A	src/Analysis/Finding/Contract/Rule/ChannelDeclarationReader.php	1	A
member	A	src/Analysis/Finding/Contract/Rule/ChannelSelector.php	1	A
member	A	src/Analysis/Finding/Contract/Rule/HierarchicalRuleInterface.php	1	A
member	A	src/Analysis/Finding/Contract/Rule/RuleChannelRegistryInterface.php	1	A
member	A	src/Analysis/Finding/Contract/Rule/RuleSelector.php	2	AD
member	A	src/Analysis/Finding/Contract/RuleConfigurationInterface.php	1	A
member	A	src/Analysis/Finding/Contract/RuleExclusionStats.php	1	A
member	A	src/Analysis/Finding/Contract/RuleExecutionInterface.php	1	A
member	A	src/Analysis/Finding/Contract/Severity.php	1	A
member	A	src/Analysis/Finding/Contract/Violation.php	3	ABI
member	A	src/Analysis/Finding/Contract/ViolationChannel.php	1	A
member	A	src/Analysis/Finding/Exclusion/RuleNamespaceExclusionProvider.php	1	A
member	A	src/Analysis/Finding/README.md	3	ADG
member	A	src/Analysis/Finding/Rule/InMemoryRuleChannelRegistry.php	2	AD
member	A	src/Analysis/Finding/Rule/RuleInterface.php	2	AF
member	A	src/Analysis/Finding/RuleConfiguration/RuleOptionsRegistry.php	2	AD
member	A	src/Analysis/Finding/RuleExecution.php	2	AD
member	A	src/Analysis/Policy/Architecture/Contract/LayerPolicyPreparationInterface.php	2	AD
member	A	src/Analysis/Policy/Architecture/LayerViolation/DeclaredLayerReachability.php	1	A
member	A	src/Analysis/Policy/Architecture/LayerViolation/DiagnosticSampleList.php	1	A
member	A	src/Analysis/Policy/Architecture/LayerViolation/LayerDeclarationValidator.php	1	A
member	A	src/Analysis/Policy/Architecture/LayerViolation/LayerEvidence.php	1	A
member	A	src/Analysis/Policy/Architecture/LayerViolation/LayerEvidenceCollector.php	2	AG
member	A	src/Analysis/Policy/Architecture/LayerViolation/LayerRoutingGuidance.php	1	A
member	A	src/Analysis/Policy/Architecture/LayerViolation/LayerViolationFinding.php	1	A
member	A	src/Analysis/Policy/Architecture/LayerViolation/LayerViolationOptions.php	1	A
member	A	src/Analysis/Policy/Architecture/LayerViolation/LayerViolationRule.php	2	AF
member	A	src/Analysis/Policy/Architecture/LayerViolation/OwnedLayerTargets.php	1	A
member	A	src/Analysis/Policy/Architecture/LayerViolation/UnassignedClassMode.php	1	A
member	A	src/Analysis/Policy/Architecture/LayerViolation/UnassignedClassOptions.php	1	A
member	A	src/Analysis/Policy/Architecture/LayerViolation/UnassignedClassRule.php	2	AF
member	A	src/Analysis/Policy/Architecture/LayerViolation/UnassignedClassSummary.php	1	A
member	A	src/Analysis/Policy/Baseline/BaselineCleaner.php	2	AI
member	A	src/Analysis/Policy/Baseline/BaselineEntryParser.php	2	AI
member	A	src/Analysis/Policy/Baseline/BaselineGenerator.php	2	AI
member	A	src/Analysis/Policy/Baseline/BaselineIdentity.php	2	AI
member	A	src/Analysis/Policy/Baseline/BaselineMigrator.php	3	ADI
member	A	src/Analysis/Policy/Baseline/BaselineUpdater.php	2	AI
member	A	src/Analysis/Policy/Baseline/BoundaryExplanationService.php	4	ADGI
member	A	src/Analysis/Policy/Baseline/EntrySelector.php	2	AI
member	A	src/Analysis/Policy/Baseline/Filter/BaselineCeilingStage.php	2	AI
member	A	src/Analysis/Policy/Baseline/Filter/CeilingOutcome.php	2	AI
member	A	src/Analysis/Policy/Baseline/README.md	5	ACDGI
member	A	src/Analysis/Policy/Baseline/V5Entry.php	2	AI
member	A	src/Analysis/Policy/Inline/Contract/AnnotationSuppressionInterface.php	1	A
member	A	src/Analysis/Policy/Inline/Contract/AnnotationSuppressionResult.php	1	A
member	A	src/Analysis/Policy/Inline/Contract/Directive/InlineDirectivePolicyInterface.php	1	A
member	A	src/Analysis/Policy/Inline/Contract/Suppression/Suppression.php	2	AC
member	A	src/Analysis/Policy/Inline/Contract/Suppression/SuppressionTarget.php	2	AH
member	A	src/Analysis/Policy/Inline/Contract/SuppressionExtractor.php	2	AH
member	A	src/Analysis/Policy/Inline/Directive/DirectiveAddressability.php	2	AD
member	A	src/Analysis/Policy/Inline/Directive/DirectiveNameHints.php	3	ACD
member	A	src/Analysis/Policy/Inline/Directive/InlineDirectivePolicy.php	3	ADH
member	A	src/Analysis/Policy/Inline/Directive/InlineDirectiveValidator.php	2	AH
member	A	src/Analysis/Policy/Inline/Directive/UnusedDirectiveRule.php	3	AFH
member	A	src/Analysis/Policy/Inline/Suppression/SuppressionFilter.php	1	A
member	A	src/Analysis/Run/Contract/Pipeline/AnalysisResult.php	2	AG
member	A	src/Analysis/Run/Pipeline/AnalysisPipeline.php	2	AG
member	A	src/Analysis/Run/RuleProducerPreparation.php	2	AD
member	A	src/Core/README.md	4	ADFG
member	A	src/Infrastructure/Console/ChannelExclusionKeyHints.php	2	AH
member	A	src/Infrastructure/Console/ChannelExclusionKeyValidator.php	3	ADH
member	A	src/Infrastructure/Console/Command/BaselineConfiguredThresholds.php	3	ADG
member	A	src/Infrastructure/Console/Command/BaselineExplainCommand.php	2	AI
member	A	src/Infrastructure/Console/Command/BaselineRunContext.php	2	AI
member	A	src/Infrastructure/Console/Command/CheckCommand.php	1	A
member	A	src/Infrastructure/Console/ExitCodeResolver.php	1	A
member	A	src/Infrastructure/Console/MeasuredAnalysisRun.php	1	A
member	A	src/Infrastructure/Console/MeasuredViolationSet.php	1	A
member	A	src/Infrastructure/Console/README.md	3	AGH
member	A	src/Infrastructure/Console/ResultPresenter.php	1	A
member	A	src/Infrastructure/Console/ViolationFilterOrchestrator.php	1	A
member	A	src/Infrastructure/DependencyInjection/CompilerPass/ChannelDeclarationCompilerPass.php	2	AD
member	A	src/Infrastructure/DependencyInjection/Configurator/OutputConfigurator.php	2	AI
member	A	src/Infrastructure/Profiler/README.md	1	A
member	A	src/Infrastructure/README.md	2	AH
member	A	src/Infrastructure/Rule/ChannelUniverse.php	3	ADG
member	A	src/Infrastructure/Rule/ComputedMetricChannelPresentation.php	3	ADG
member	A	src/Reporting/Filter/ViolationFilter.php	1	A
member	A	src/Reporting/FindingProjection/FindingProjectionResult.php	1	A
member	A	src/Reporting/FindingProjection/FindingProjector.php	3	ACI
member	A	src/Reporting/Formatter/CheckstyleFormatter.php	1	A
member	A	src/Reporting/Formatter/GitLabCodeQualityFormatter.php	2	AI
member	A	src/Reporting/Formatter/GithubActionsFormatter.php	1	A
member	A	src/Reporting/Formatter/Html/HtmlDebtCalculator.php	1	A
member	A	src/Reporting/Formatter/Html/HtmlTreeNode.php	1	A
member	A	src/Reporting/Formatter/Html/HtmlViolationPartitioner.php	1	A
member	A	src/Reporting/Formatter/Json/JsonFormatter.php	2	AE
member	A	src/Reporting/Formatter/Json/JsonOffenderSection.php	1	A
member	A	src/Reporting/Formatter/Json/JsonViolationSection.php	2	AD
member	A	src/Reporting/Formatter/Sarif/SarifFormatter.php	3	AGI
member	A	src/Reporting/Formatter/Sarif/SarifRuleCollector.php	3	ADG
member	A	src/Reporting/Formatter/Summary/OffenderListRenderer.php	1	A
member	A	src/Reporting/Formatter/Summary/SummaryFormatter.php	1	A
member	A	src/Reporting/Formatter/Summary/TopIssuesRenderer.php	1	A
member	A	src/Reporting/Formatter/Summary/ViolationSummaryRenderer.php	1	A
member	A	src/Reporting/Formatter/Support/AcceptedLevelNarrator.php	1	A
member	A	src/Reporting/Formatter/Support/DebtBreakdownRenderer.php	2	AD
member	A	src/Reporting/Formatter/Support/DetailedViolationRenderer.php	1	A
member	A	src/Reporting/Formatter/Support/ViolationDetailRenderer.php	1	A
member	A	src/Reporting/Formatter/Support/ViolationSorter.php	1	A
member	A	src/Reporting/Formatter/TextFormatter.php	1	A
member	A	src/Reporting/FormatterContext.php	1	A
member	A	src/Reporting/README.md	4	ACGI
member	A	src/Reporting/Report.php	2	AG
member	A	src/Reporting/ReportBuilder.php	2	AG
member	A	src/Reporting/Template/dev.html	2	AC
