# Х17 «обещание против эффекта»: конфигурационные корни ВНЕ `rules:`
#
# Дата: 2026-09-11.  Дерево: 6a833ab8fcd5004e964e32a59bfeb9978c39739c (ветка x17-promise-effect, рабочее дерево чистое).  PHP 8.5.9.
#
# ВОПРОС: класс «ключ распознан, отказа нет, эффект не тот, что обещан» живёт только под `rules:` или и под остальными корнями?
# ОТВЕТ: и под остальными — но форма дефекта там ДРУГАЯ. Под `rules:` доминирует молчаливое приведение. Вне `rules:` доминирует
# ОТКАЗ на том написании, которое документация объявила всегда допустимым (`~`), плюс два места, падающие внутренней ошибкой.
#
# --- ЧЕМ ПОЛУЧЕНО ---
# Знаменатель снят машинно: scratchpad/enum-roots/enumerate.php → ConfigSchema::allowedRootKeys() = 17 корней
#   (architecture cache computedMetrics coupling disabledRules exclude excludeHealth failOn format includeGenerated
#    memoryLimit onlyRules parallel paths rules suppressNamespaces suppressPaths);
#   sectionKeys() = cache parallel coupling; listKeys() = paths exclude disabledRules onlyRules suppressPaths suppressNamespaces excludeHealth;
#   associativeRootKeys() = cache parallel coupling rules architecture computedMetrics; DOCUMENT_ROOTS = coupling computedMetrics excludeHealth architecture;
#   allowedSectionSubKeys() = cache:[dir,enabled] parallel:[workers] coupling:[frameworkNamespaces].
# `rules` измерен другим агентом и здесь не перемерялся → 16 корней. Схема перечисляет 4 листа (cache.dir, cache.enabled,
#   parallel.workers, coupling.frameworkNamespaces). Внутренность architecture / computedMetrics / excludeHealth не перечисляет НИКТО:
#   их листья выбраны мной по website/docs/getting-started/configuration.md (architecture: layers, allow, coverage-gap, max_expanded_layers)
#   и website/docs/reference/health-scores.md (computed_metrics.<имя>: warning, enabled, formula; сам <имя>; элементы списка exclude_health).
#   Этот выбор И ЕСТЬ перечисление — он не выведен из кода и не полон.
# ИТОГО ЕДИНИЦ ПРОБЫ: 29 (16 корней + 4 листа схемы + 9 листьев свободной формы), не 17: брифовое число считало корни, а не единицы пробы.
#
# Стенд: собственный проект-пробник scratchpad/enum-roots/probe (4 файла, неймспейсы Probe\Domain, Probe\Infra, Probe\Sub,
#   Probe\Generated с меткой @generated; Infra зависит от Domain, Sub и Symfony\...\Command).  `src/` самого репозитория как вход не использовался.
# Команда: bin/qmx -d <probe> check src --workers=0 --no-cache --no-progress --format=json --fail-on=none (инварианты снимались — см. колонку «снятый инвариант»).
# Exit снимался БЕЗ пайпа. Дайджест = md5(10 знаков) по отсортированному кортежу (file,line,channel,severity,message) из `violations`, плюс n=число находок.
#
# СТЕНД ДОКАЗАН: `bogus_key: 1` в <probe>/qmx.yaml → exit 3, «Configuration error: Unknown configuration key: "bogus_key"».
#   Значит файл действительно читается и молчание ниже — молчание продукта, а не непрочитанного конфига.
#
# КОНТРОЛИ (дайджест на пробнике):
#   ключ не написан вовсе (пустой конфиг)                 d9a9924877/n=28   exit 0
#   paths: [src/Domain]                                   3e0da21dbb/n=12
#   exclude: [Sub]                                        aa9915064d/n=21
#   disabled_rules: [code-smell.long-parameter-list]      572af17289/n=25
#   only_rules: [complexity.ccn]                          a0faee0744/n=1
#   suppress_paths: [src/Sub]                             5c5ffe7e23/n=22
#   suppress_namespaces: [Probe\Sub]                      7d14b0ba9d/n=21
#   coupling.framework_namespaces: [Zzz\Nope]             fe0528e1c1/n=29   (срабатывает coupling.unmatched-framework-namespace)
#   computed_metrics: health.complexity {warning:99,error:98}  05a21302c6/n=34
#   architecture: 3 слоя + allow                          f4e60546e0/n=29
#   include_generated: true                               9f77d697cd/n=35
#   exclude_health: [complexity]  (наблюдаемое — блок health) 8a71da3eb8/dims=cohesion,coupling,maintainability,overall,typing
#                                 против контроля-отсутствия 5cb57a7940/dims=cohesion,complexity,coupling,maintainability,overall,typing
#   format: json (наблюдаемое — stdout)                   «{ "meta"…», 43890 байт; контроль-отсутствие — «Qualimetrix dev-main — 3 fil…», 5020 байт
#   fail_on: none (наблюдаемое — exit)                    0; контроль-отсутствие 2
#   cache: {dir: probe-cache} (наблюдаемое — каталог)     probe-cache создан, 4 файла; контроль-отсутствие — создан .qmx-cache
#   parallel: {workers: 3} (наблюдаемое — "requestedWorkers" в --log-file=… --log-level=debug)  3; контроль-отсутствие null
#   memory_limit: 1M (наблюдаемое — отказ)                exit 3 «Cannot set requested memory_limit.»; доказывает, что значение доходит до потребителя
#
# КЛАССЫ ВЕРДИКТА (шесть, а не пять — две формы не укладывались в брифовые):
#   REFUSES            exit 3 + рамка «Configuration error:»
#   REFUSES-UNFRAMED   exit 3, внятное сообщение, НО без рамки «Configuration error:» (и в text-режиме без рамки) — отдельный класс, весь coupling
#   CRASHES            exit 1, «Internal error: …» / TypeError — не отказ и не эффект; выделено, чтобы не слить с REFUSES
#   SILENT-AND-COERCED принято, эффект совпал с названным написанием (в скобках — с каким)
#   SILENT-AND-INERT   принято, эффекта нет, и это НЕ совпадает с обещанием для этого написания
#   NOT OBSERVABLE     дискриминатор не получен: стенд не различает попадание и промах
#
# --- ГДЕ ОБЕЩАНИЕ ПРИ ЭТОМ НАРУШЕНО: РАЗДЕЛЕНИЕ ВЕРДИКТОВ НА ПРАВИЛЬНОЕ И ДЕФЕКТНОЕ ---
# Большинство REFUSES и SILENT-AND-COERCED — ПРАВИЛЬНОЕ поведение: неверный тип отвергнут, `~` дал дефолт.
# ДЕФЕКТНЫ 21 строка из 85, в 16 единицах пробы из 29, в 13 корнях из 16. Состав объединения (пересечения посчитаны, не сложены):
#   8  SILENT-AND-INERT — принято, эффекта нет, и об этом не сказано
#        (paths/map, exclude/map, format/bool, format/list, disabled_rules/map, only_rules/map, cache.dir/bool, cache.dir/list)
#   5  CRASHES — внутренняя ошибка вместо отказа
#        (suppress_paths/map, suppress_namespaces/map, cache/list, parallel/list, coupling/list)
#   6  отказ на `~` там, где остальные 15 мест продукта трактуют `~` как «взять дефолт»
#        (coupling, coupling.frameworkNamespaces, computed_metrics, exclude_health, architecture, computed_metrics.<имя>.enabled)
#   4  REFUSES-UNFRAMED — дефект ФОРМЫ ответа, не эффекта: exit 3 без рамки «Configuration error:» (все четыре — coupling)
#        Плюс той же формой отвечает и эталонная строка format: nonsense, не попавшая в таблицу.
#   Две coupling-строки на `~` входят одновременно в п.3 и п.4, поэтому объединение = 8+5+6+4-2 = 21.
# Про источник обещания `~`: абзац website/docs/getting-started/configuration.md:750 («this is always valid») стоит ВНУТРИ раздела про `rules:`,
#   поэтому как общий контракт он не цитируется. Общее обещание берётся из кода: докблок YamlConfigLoader::validateScalarTypes
#   («A `~` / null value is a valid "use the default" idiom and is not checked») плюс ConfigDataNormalizer::normalize, который отбрасывает null
#   (`$value !== null`) для КАЖДОГО ключа ENTRIES. Четыре DOCUMENT_ROOTS обходят этот путь через array_key_exists — на них обещание не действует.
#
# --- ЧЕГО ЭТОТ СПОСОБ НЕ ВИДИТ ---
# 1. Единственный пробник и один набор правил: находка, для которой на этом пробнике эффекта не существует, неотличима от инертности.
#    Именно так вышло с cache.enabled — см. строку NOT OBSERVABLE и примечание к ней.
# 2. Только три формы значения на единицу. Не измерялись: неверный тип ЭЛЕМЕНТА списка (кроме exclude_health), отрицательные/нулевые числа,
#    пустые строка и список, дубликаты ключей, регистр и snake/camel-написание, взаимодействие двух корней, слои preset/CLI поверх YAML.
# 3. Наблюдаемое «нет разницы в находках» слепо к тому, что не публикуется находкой: внутренние решения, порядок фаз, потребление памяти.
# 4. `rules:` не измерялся здесь вовсе. Кросс-корневые сочетания не измерялись.
# 5. Листья свободной формы выбраны по документации, а не выведены из кода: невыбранные листья не измерены и их число неизвестно.
# 6. Каждая строка — один прогон. Недетерминизм не проверялся повторами.
#
unit	form	config_written	observable	dropped_invariant	exit	observed	verdict	note
computed_metrics	bool	computed_metrics: true	violations digest	—	3	Configuration error: "computed_metrics" must be an associative array	REFUSES	
computed_metrics	list-for-map	computed_metrics: [health.complexity]	violations digest	—	3	Configuration error: computed_metrics must be an associative map.	REFUSES	
exclude_health	null	exclude_health: ~	блок health в JSON	—	3	Configuration error: exclude_health must be a list.	REFUSES	противоречит обещанию `~`
exclude_health	bool	exclude_health: true	блок health	—	3	Configuration error: "exclude_health" must be a list	REFUSES	
exclude_health	map-for-list	exclude_health: {a: complexity}	блок health	—	3	Configuration error: exclude_health must be a list.	REFUSES	ЕДИНСТВЕННЫЙ list-корень, где карта отказывает, а не молчит (его читает свой Reader, а не array_is_list-страж)
architecture	null	architecture: ~	violations digest	—	3	Configuration error: Invalid configuration in architecture: expected an associative array.	REFUSES	противоречит обещанию `~`
architecture	bool	architecture: true	violations digest	—	3	Configuration error: "architecture" must be an associative array	REFUSES	
architecture	list-for-map	architecture: [domain]	violations digest	—	3	Configuration error: architecture: must be a map with keys "layers", "allow", "coverage-gap"; a sequential list is not allowed.	REFUSES	
include_generated	null	include_generated: ~	violations digest	—	0	d9a9924877/n=28	SILENT-AND-COERCED(дефолт false)	
include_generated	string-for-bool	include_generated: "true"	violations digest	—	3	Configuration error: Invalid value for "include_generated": expected boolean, got string	REFUSES	
include_generated	list-for-scalar	include_generated: [true]	violations digest	—	3	Configuration error: Invalid value for "include_generated": expected boolean, got array	REFUSES	
memory_limit	null	memory_limit: ~	violations digest	—	0	d9a9924877/n=28	SILENT-AND-COERCED(дефолт php.ini)	
memory_limit	bool	memory_limit: true	violations digest	—	3	Configuration error: Invalid value for "memory_limit": expected string, got boolean	REFUSES	
memory_limit	list-for-scalar	memory_limit: [1G]	violations digest	—	3	Configuration error: Invalid value for "memory_limit": expected string, got array	REFUSES	
architecture.layers	null	architecture: {layers: ~, coverage-gap: ignore}	violations digest	—	0	d9a9924877/n=28 (= architecture не написан)	SILENT-AND-COERCED(слоёв нет)	принято, хотя САМ корень при `~` отказывает — несогласованность внутри одного корня. Оговорка: контроль здесь «architecture не написан», а не «architecture написан без ключа layers»; строгий контроль не снимался
architecture.layers	bool	architecture: {layers: true}	violations digest	—	3	Configuration error: architecture.layers: must be an ordered list of layer entries, got bool.	REFUSES	
architecture.layers	map-for-list	architecture: {layers: {domain: [...]}}	violations digest	—	3	Configuration error: architecture.layers: must be an ordered list of layer entries …	REFUSES	
architecture.allow	null	architecture: {layers: 3 слоя, allow: ~}	violations digest	—	0	3e8a8b1eba/n=30 (= allow не написан)	SILENT-AND-COERCED(пустой allow)	
architecture.allow	bool	… allow: true	violations digest	—	3	Configuration error: architecture.allow: must be a map of layer-name → list of target layer names.	REFUSES	
architecture.allow	list-for-map	… allow: [domain]	violations digest	—	3	Configuration error: architecture.allow: must be a map …	REFUSES	
architecture.coverage-gap	null	… coverage-gap: ~	violations digest	—	0	d9a9924877/n=28 = ключ не написан = coverage-gap: ignore (сверено: warn даёт 8c13777872/n=29, exit 2)	SILENT-AND-COERCED(дефолт ignore)	
architecture.coverage-gap	bool	… coverage-gap: true	violations digest	—	3	Configuration error: architecture.coverage-gap: must be one of 'ignore', 'warn', 'error' (got bool).	REFUSES	
architecture.coverage-gap	list-for-scalar	… coverage-gap: [ignore]	violations digest	—	3	Configuration error: architecture.coverage-gap: … (got array).	REFUSES	
architecture.max_expanded_layers	null	… max_expanded_layers: ~	violations digest	—	0	7a066b6457/n=30 = ключ не написан (контроль max_expanded_layers: 1 → exit 3 «exceeding the architecture.max_expanded_layers»)	SILENT-AND-COERCED(дефолт 500)	
architecture.max_expanded_layers	bool	… max_expanded_layers: true	violations digest	—	3	Configuration error: architecture.max_expanded_layers: must be a positive integer (>= 1) …	REFUSES	
architecture.max_expanded_layers	list-for-scalar	… max_expanded_layers: [1]	violations digest	—	3	Configuration error: architecture.max_expanded_layers: must be a positive integer (>= 1) …	REFUSES	
computed_metrics.<имя>.warning	null	computed_metrics: {health.complexity: {warning: ~}}	violations digest	—	0	d9a9924877/n=28 (контроль warning: 99 → 2d2f739419/n=34)	SILENT-AND-COERCED(дефолтный порог)	
computed_metrics.<имя>.warning	bool	… warning: true	violations digest	—	3	Configuration error: Option "warning" of computed metric "health.complexity" must be a number or null, got bool.	REFUSES	сообщение прямо называет null допустимым — и он действительно допустим здесь
computed_metrics.<имя>.warning	list-for-scalar	… warning: [99]	violations digest	—	3	Configuration error: Option "warning" … got array.	REFUSES	
computed_metrics.<имя>.enabled	null	computed_metrics: {health.typing: {enabled: ~}}	violations digest	—	3	Configuration error: Option "enabled" of computed metric "health.typing" must be a boolean, got null.	REFUSES	противоречит обещанию `~` и расходится с соседним листом warning того же корня, где null принят явным текстом сообщения
computed_metrics.<имя>.enabled	string-for-bool	… enabled: "false"	violations digest	—	3	Configuration error: Option "enabled" … got string.	REFUSES	под `rules:` это же написание молча становится true
computed_metrics.<имя>.enabled	list-for-scalar	… enabled: [false]	violations digest	—	3	Configuration error: Option "enabled" … got array.	REFUSES	контроль: enabled: false → 3135017e61/n=20
computed_metrics.<имя>.formula	null	computed_metrics: {health.maintainability: {formula: ~}}	violations digest	—	0	d9a9924877/n=28 (контроль formula: "42" → 42178dc730/n=36)	SILENT-AND-COERCED(дефолтная формула)	
computed_metrics.<имя>.formula	bool	… formula: true	violations digest	—	3	Configuration error: Option "formula" … must be a string, got bool.	REFUSES	
computed_metrics.<имя>.formula	list-for-scalar	… formula: ["50"]	violations digest	—	3	Configuration error: Option "formula" … got array.	REFUSES	
computed_metrics.<имя>	null	computed_metrics: {health.complexity: ~}	violations digest	—	0	d9a9924877/n=28	SILENT-AND-COERCED(запись не написана)	у самого корня `~` отказывает, у его записи — принимается
exclude_health[элемент]	null	exclude_health: [~]	блок health	—	3	Configuration error: exclude_health entries must be strings.	REFUSES	
exclude_health[элемент]	bool	exclude_health: [true]	блок health	—	3	Configuration error: exclude_health entries must be strings.	REFUSES	
exclude_health[элемент]	map	exclude_health: [{a: complexity}]	блок health	—	3	Configuration error: exclude_health entries must be strings.	REFUSES	
