# ЗАМОРОЖЕННЫЕ ДИАПАЗОНЫ НОСИТЕЛЕЙ — спутник promise-ledger.tsv (этап 01, пакет L; перевывод L2).
# Дерево 4ecd3ee1a06ce9a03ae85e55b5ec4eec2cdfe3dd. Дата: 2026-09-11.
#
# ЗАЧЕМ: единица непересечения с пакетом P1 — не файл, а ДИАПАЗОН СТРОК (01-promise.md §«Как
# проверяется непересечение, не убивая носителей»). Здесь перечислен каждый диапазон, который
# процитирован хотя бы одной строкой реестра, с sha256 его текста.
#
# ЧЕМ ПОЛУЧЕНО: scripts/promise-ledger-freeze.py — собирает все ссылки вида `путь:строка[-строка]`
#   из тела promise-ledger.tsv (включая шапку и колонку note), читает ровно эти строки файла на
#   текущем дереве и считает sha256 (первые 16 знаков) от строк, склеенных через \n БЕЗ
#   завершающего перевода строки. Колонка owner_package выведена из пути: src/** — P1, website/** — P6.
#
# ПОЧЕМУ СКРИПТ ВООБЩЕ ЕСТЬ. Прошлый снимок делал одноразовый скрипт, который не сохранили, и его
#   прогон пропустил ровно один процитированный диапазон — configuration.md:749-750, тот самый,
#   который пакет документации потом и переписал. Сторож, не видящий носителя, молчит именно там,
#   где нужен. Поэтому `--check` проверяет ПОКРЫТИЕ В ОБЕ СТОРОНЫ (каждая цитата заморожена, каждая
#   заморозка ещё цитируется), а не только совпадение sha.
#
# ЧЕГО ЭТОТ СПОСОБ НЕ ВИДИТ: он проверяет ТЕКСТ диапазона, а не его смысл. Правка соседней
#   строки, меняющая смысл абзаца, sha диапазона не тронет; и наоборот, сдвиг нумерации
#   (вставка строки выше) покрасит диапазон, ничего в нём не изменив, — это осознанно
#   консервативная сторона.
#
# ПРОВЕРКА DoD-2, в доступной пакету части. Пересечение «замороженные диапазоны × файлы набора P1»
#   ВЫЧИСЛЯЕТСЯ здесь из p1-file-set.tsv при каждом выводе и сверяется при `--check`; строка ниже —
#   не утверждение автора, а результат:
#   P1 ∩ frozen: src/Analysis/Finding/Contract/Rule/LevelOptionsInterface.php:33-39, src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:23-27, src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34
#   Рукописная часть, проверенная ОДИН раз и на ОДНОМ дереве, названном явно: на `2682106a` все
#   пересечённые диапазоны — докблоки вне сигнатур и тел, P1 изменил RuleOptionKeySet.php, но не
#   эти строки, и их sha совпали с прежним снимком побайтно. Дерево здесь зафиксировано нарочно:
#   подстановка текущего HEAD делала бы однажды проверенное утверждение вечно свежим.
#   Остальные диапазоны лежат в website/docs/**, который принадлежит P6, а не P1.
#   Ни один класс опций (динамическая половина набора P1) носителем не является: реестр их не читал.
#
# ОЖИДАЕМЫЙ СЛУЧАЙ, А НЕ ПРОВАЛ (03-cure.md §P1.7): пакет меняет контракт или страницу, и носитель
#   после него либо лжёт, либо правится. Порядок — возврат к оркестратору, перевывод затронутых
#   строк реестра, обновление этого файла. Провал — МОЛЧАЛИВАЯ правка.
file	first_line	last_line	sha256_16	owner_package	first_line_text
website/docs/getting-started/configuration.md	426	426	da9818ae2374ff6a	P6 (website)	disabled_rules:
website/docs/getting-started/configuration.md	475	475	36cf903442180509	P6 (website)	unused_directive_severity: warning
website/docs/getting-started/configuration.md	506	506	b695797bb5b90154	P6 (website)	memory_limit: 1G    # 1 gigabyte
website/docs/getting-started/configuration.md	517	517	4a4bd556dacc8147	P6 (website)	format: summary   # Default
website/docs/getting-started/configuration.md	527	527	d9e87793541921be	P6 (website)	cache:
website/docs/getting-started/configuration.md	528	528	799c89b0067078ae	P6 (website)	enabled: true         # Default: true
website/docs/getting-started/configuration.md	529	529	72651452900d6cbb	P6 (website)	dir: .qmx-cache       # Default: .qmx-cache
website/docs/getting-started/configuration.md	539	539	7d9ba68442c865cf	P6 (website)	parallel:
website/docs/getting-started/configuration.md	540	540	079e1fefcdaf0793	P6 (website)	workers: 4     # Fixed number of workers
website/docs/getting-started/configuration.md	562	562	65a7aa1e79a93d41	P6 (website)	coupling:
website/docs/getting-started/configuration.md	563	563	ba8f53ef8d56fdca	P6 (website)	framework-namespaces:
website/docs/getting-started/configuration.md	583	583	6f9c4036baa05436	P6 (website)	architecture:
website/docs/getting-started/configuration.md	584	584	88f39b68d3c7f069	P6 (website)	layers:
website/docs/getting-started/configuration.md	590	590	cde6f93f55b9e849	P6 (website)	allow:
website/docs/getting-started/configuration.md	596	596	0cdc3d0e369e8a3a	P6 (website)	coverage-gap: ignore                                # ignore | warn | 
website/docs/getting-started/configuration.md	597	597	6c0ee8e39ccf104d	P6 (website)	max_expanded_layers: 500                            # cumulative cap o
website/docs/getting-started/configuration.md	734	740	83880220a6df07a5	P6 (website)	### Type errors
website/docs/getting-started/configuration.md	775	836	ea7e7a2070fa714d	P6 (website)	### The shape of a value
website/docs/getting-started/configuration.md	777	787	ee61d6133b217451	P6 (website)	The two rules below hold for **every** key in this document — the root
website/docs/getting-started/configuration.md	782	787	32693c9f3214c7ec	P6 (website)	Every key declares the shape its value may take. A value of another sh
website/docs/getting-started/configuration.md	784	787	f43811b6d123d231	P6 (website)	never dropped in favour of the default while the run reports success. 
website/docs/getting-started/configuration.md	797	806	e64213c7d3179852	P6 (website)	| Shape              | Accepts                                        
website/docs/getting-started/configuration.md	799	799	43cd583824543508	P6 (website)	| a boolean          | `true` / `false`                               
website/docs/getting-started/configuration.md	800	800	0342a3eb8c44a4f5	P6 (website)	| a whole number     | `15` — not `10.5`, not `"15"`                  
website/docs/getting-started/configuration.md	801	801	820a793f7c29ecad	P6 (website)	| a number           | `15` or `10.5`                                 
website/docs/getting-started/configuration.md	802	803	35e9d7af91224b97	P6 (website)	| a string           | any string, the empty one included             
website/docs/getting-started/configuration.md	808	836	25645437d110aa8d	P6 (website)	Four consequences are worth spelling out, because each of them used to
website/docs/getting-started/configuration.md	811	812	f12c377f900e01ce	P6 (website)	- **A quoted number is a string.** `warning: "15"` is refused where a 
website/docs/getting-started/configuration.md	813	816	57a5a20643611a74	P6 (website)	values that arrive on the command line are text by construction and ar
website/docs/getting-started/configuration.md	820	824	d55d9e7fc223ae94	P6 (website)	- **A list and a map are not interchangeable.** `only_rules: {a: compl
website/docs/getting-started/configuration.md	825	832	ac6055aa24e9e403	P6 (website)	- **The root `suppress_paths:` is the exception to "a number is not a 
website/docs/getting-started/configuration.md	833	836	ef8c7481424dfc85	P6 (website)	- **The empty string is a shape of its own.** It is refused wherever a
website/docs/getting-started/configuration.md	838	842	a21d1b3a2e3559ae	P6 (website)	### A key written with no value
website/docs/getting-started/configuration.md	840	842	c8a56e2d6c1d4a47	P6 (website)	Writing a key and leaving it empty — `key:` or the explicit YAML null 
website/docs/getting-started/configuration.md	845	846	cd23183ee0bb678d	P6 (website)	cache: ~                 # same as not writing cache:
website/docs/getting-started/configuration.md	855	855	35e4e7288561939b	P6 (website)	Inside `rules:` that is where the equivalence stops. The entry itself 
website/docs/getting-started/configuration.md	855	891	db380c75e32400a9	P6 (website)	Inside `rules:` that is where the equivalence stops. The entry itself 
website/docs/getting-started/configuration.md	861	880	dcbf5f617e5d62cc	P6 (website)	- **A threshold key chooses the shorthand form of a hierarchical rule.
website/docs/getting-started/configuration.md	865	868	0bcbb7778593bbd3	P6 (website)	Writing one at the rule's own top level selects the threshold shorthan
website/docs/getting-started/configuration.md	882	891	4656799737b79cb3	P6 (website)	- **`threshold:` and `warning:` / `error:` are still two modes.** Writ
website/docs/getting-started/configuration.md	893	903	31b1c6b46c7c70cd	P6 (website)	An **element of a list** is the other place this does not apply, and f
website/docs/guides/architecture-investigation.md	92	92	12aa235fa78d1d70	P6 (website)	--rule-opt='coupling.distance:include_namespaces=Doctrine\ORM'
website/docs/reference/default-thresholds.md	100	100	186a9326f3dd5021	P6 (website)	| Unreachable Layer         | `architecture.unreachable-layer`     | E
website/docs/reference/default-thresholds.md	102	102	2716757696496ada	P6 (website)	| Potential Shadow          | `architecture.potential-shadow`      | E
website/docs/reference/default-thresholds.md	103	103	3685db36505d603c	P6 (website)	| Empty Template            | `architecture.empty-template`        | E
website/docs/reference/default-thresholds.md	197	197	8f8e0b1e2de94ab6	P6 (website)	```yaml
website/docs/reference/default-thresholds.md	205	205	93aedcf0d9a72dbe	P6 (website)	max_error: 60
website/docs/reference/default-thresholds.md	256	256	985826e7747d3991	P6 (website)	computed_metrics:
website/docs/reference/health-scores.md	140	140	b2cc0d5205831730	P6 (website)	warning: 60    # Stricter than default 50
website/docs/reference/health-scores.md	141	141	e95aa928aef5ce0b	P6 (website)	error: 30      # Stricter than default 25
website/docs/reference/health-scores.md	149	149	cd9df7cc053779ca	P6 (website)	enabled: false
website/docs/reference/health-scores.md	174	174	9cf34b329564bb00	P6 (website)	formula: "clamp(m['maintainability.mi.avg'], 0, 100)"
website/docs/reference/health-scores.md	181	181	00c6a489277643fb	P6 (website)	formulas:
website/docs/reference/health-scores.md	193	193	65c8a8109cf0de53	P6 (website)	description: "Ratio of logical to physical lines (higher = denser code
website/docs/reference/health-scores.md	194	194	b01ff23fecf1ae5d	P6 (website)	levels: [class, namespace, project]
website/docs/reference/health-scores.md	197	197	b37082f81e2b1ea9	P6 (website)	inverted: false   # Higher values trigger violations
website/docs/rules/annotation.md	166	166	8f8e0b1e2de94ab6	P6 (website)	```yaml
website/docs/rules/annotation.md	170	170	044ba26648fd7f1e	P6 (website)	enabled: true
website/docs/rules/annotation.md	175	175	83b0b0c26e0efe24	P6 (website)	bin/qmx check src/ --rule-opt="annotation.directive:unused_directive_s
website/docs/rules/architecture.md	104	104	8749a7f03604c241	P6 (website)	maxCycleSize: 5        # ignore very large cycles
website/docs/rules/architecture.md	105	105	ef9d4ed8578569d4	P6 (website)	directAsError: true    # direct cycles are errors
website/docs/rules/architecture.md	249	249	f4daef6be46ff5a8	P6 (website)	- name: controller
website/docs/rules/architecture.md	250	250	4aa80518ce359c76	P6 (website)	patterns: ['App\Controller\**']
website/docs/rules/architecture.md	340	340	3995e74357bd3a19	P6 (website)	suffix: ['Repository']
website/docs/rules/architecture.md	341	341	2099c9b01ad7bf1a	P6 (website)	implements: ['Doctrine\Persistence\ObjectRepository']
website/docs/rules/architecture.md	349	349	12924d8cf0ef8f3b	P6 (website)	match: all
website/docs/rules/architecture.md	350	350	89097cc012493fef	P6 (website)	attributes: ['App\Messenger\AsCommandHandler']
website/docs/rules/architecture.md	360	360	67d48b66da2041ed	P6 (website)	extends: ['App\Domain\AggregateRoot']
website/docs/rules/architecture.md	418	418	04d4ce5466e2d88c	P6 (website)	- target: 'domain-*'
website/docs/rules/architecture.md	419	419	4edc07535dd16755	P6 (website)	allow_cross_instance: true   # acknowledge — any domain-* may depend o
website/docs/rules/architecture.md	486	486	f8e797675a694185	P6 (website)	exclude:
website/docs/rules/architecture.md	551	551	1f0bd21ec42354f9	P6 (website)	pending: true
website/docs/rules/architecture.md	566	566	192e79edd58f2cb7	P6 (website)	relations: [implements, extends]    # inheritance only — no method cal
website/docs/rules/architecture.md	658	658	e10d5c9ed42d1bd2	P6 (website)	mode: warn   # ignore (default) | warn | error
website/docs/rules/architecture.md	811	811	8f8e0b1e2de94ab6	P6 (website)	```yaml
website/docs/rules/architecture.md	814	814	044ba26648fd7f1e	P6 (website)	enabled: true
website/docs/rules/architecture.md	815	815	1a8eb43021eed760	P6 (website)	severity: error
website/docs/rules/code-smell.md	74	74	d2730183858c5d4e	P6 (website)	allowed_prefixes: [is, has, can, should, will, did, was]  # defaults
website/docs/rules/code-smell.md	75	75	7ef968312f193ea5	P6 (website)	flag_promoted_properties: false                          # default
website/docs/rules/code-smell.md	83	83	376a31aab2953668	P6 (website)	bin/qmx check src/ --rule-opt="code-smell.boolean-argument:allowed_pre
website/docs/rules/code-smell.md	84	84	413745ae8a001891	P6 (website)	bin/qmx check src/ --rule-opt="code-smell.boolean-argument:flag_promot
website/docs/rules/code-smell.md	286	286	274d13fce73fc14b	P6 (website)	allowed_functions:  # default: []
website/docs/rules/code-smell.md	295	295	7c4ddcfd4aba78be	P6 (website)	bin/qmx check src/ --rule-opt="code-smell.error-suppression:allowed_fu
website/docs/rules/code-smell.md	567	567	8f8e0b1e2de94ab6	P6 (website)	```yaml
website/docs/rules/code-smell.md	571	571	5f2e4183c0617b04	P6 (website)	warning: 8
website/docs/rules/code-smell.md	572	572	f05c744182fe4732	P6 (website)	error: 12
website/docs/rules/code-smell.md	576	576	774340569666c841	P6 (website)	bin/qmx check src/ --rule-opt="code-smell.constructor-overinjection:wa
website/docs/rules/code-smell.md	688	688	8f8e0b1e2de94ab6	P6 (website)	```yaml
website/docs/rules/code-smell.md	692	692	dbda73a05f7b4364	P6 (website)	warning: 4        # standard methods/functions
website/docs/rules/code-smell.md	693	693	571c9d27a65ce119	P6 (website)	error: 6
website/docs/rules/code-smell.md	694	694	c3bafef464f77c4b	P6 (website)	vo-warning: 8     # readonly VO constructors
website/docs/rules/code-smell.md	695	695	a799732647acabca	P6 (website)	vo-error: 12
website/docs/rules/code-smell.md	699	699	9b899de3439ae87c	P6 (website)	bin/qmx check src/ --rule-opt="code-smell.long-parameter-list:warning=
website/docs/rules/code-smell.md	700	700	44fdcc92adee166e	P6 (website)	bin/qmx check src/ --rule-opt="code-smell.long-parameter-list:error=8"
website/docs/rules/code-smell.md	701	701	1c4fc2730b9d032e	P6 (website)	bin/qmx check src/ --rule-opt="code-smell.long-parameter-list:vo-warni
website/docs/rules/code-smell.md	702	702	840e83898d27cdf2	P6 (website)	bin/qmx check src/ --rule-opt="code-smell.long-parameter-list:vo-error
website/docs/rules/code-smell.md	916	916	8f8e0b1e2de94ab6	P6 (website)	```yaml
website/docs/rules/code-smell.md	920	920	3e541a7bc9696e4c	P6 (website)	warning: 1
website/docs/rules/code-smell.md	921	921	4297b4063f8d33d4	P6 (website)	error: 1
website/docs/rules/code-smell.md	925	925	f57a245d410f5345	P6 (website)	bin/qmx check src/ --rule-opt="code-smell.unreachable-code:warning=1"
website/docs/rules/code-smell.md	926	926	665e698d6ea928c7	P6 (website)	bin/qmx check src/ --rule-opt="code-smell.unreachable-code:error=1"
website/docs/rules/code-smell.md	935	935	8f8e0b1e2de94ab6	P6 (website)	```yaml
website/docs/rules/code-smell.md	943	943	044ba26648fd7f1e	P6 (website)	enabled: true
website/docs/rules/code-smell.md	945	945	044ba26648fd7f1e	P6 (website)	enabled: true
website/docs/rules/code-smell.md	947	947	599b13d37412a96f	P6 (website)	enabled: false    # disable if you have legitimate eval usage
website/docs/rules/code-smell.md	949	949	044ba26648fd7f1e	P6 (website)	enabled: true
website/docs/rules/code-smell.md	951	951	044ba26648fd7f1e	P6 (website)	enabled: true
website/docs/rules/code-smell.md	953	953	044ba26648fd7f1e	P6 (website)	enabled: true
website/docs/rules/code-smell.md	958	958	044ba26648fd7f1e	P6 (website)	enabled: true
website/docs/rules/code-smell.md	960	960	044ba26648fd7f1e	P6 (website)	enabled: true
website/docs/rules/code-smell.md	969	969	044ba26648fd7f1e	P6 (website)	enabled: true
website/docs/rules/code-smell.md	971	971	044ba26648fd7f1e	P6 (website)	enabled: true
website/docs/rules/cohesion.md	26	26	8f8e0b1e2de94ab6	P6 (website)	```yaml
website/docs/rules/cohesion.md	29	29	64301b54edc63a40	P6 (website)	warning: 3
website/docs/rules/cohesion.md	30	30	5fab93396f81bb3b	P6 (website)	error: 5
website/docs/rules/cohesion.md	31	31	d04a628b47d78158	P6 (website)	exclude_readonly: true
website/docs/rules/cohesion.md	32	32	423d30cbd588b732	P6 (website)	min_methods: 3
website/docs/rules/cohesion.md	33	33	923ce7ed79422f60	P6 (website)	exclude_methods: [getName, getDescription]
website/docs/rules/complexity.md	108	108	8f8e0b1e2de94ab6	P6 (website)	```yaml
website/docs/rules/complexity.md	115	115	bc7d6a12530bd298	P6 (website)	class:
website/docs/rules/complexity.md	116	116	27be75756e013422	P6 (website)	max_warning: 40
website/docs/rules/complexity.md	117	117	0a348b1d65100aec	P6 (website)	enabled: true   # set to false to disable class-level check
website/docs/rules/complexity.md	133	133	29b8341f658e3849	P6 (website)	bin/qmx check src/ --rule-opt="complexity.ccn:class.max_warning=40"
website/docs/rules/complexity.md	134	134	75705baeb3acce1e	P6 (website)	bin/qmx check src/ --rule-opt="complexity.ccn:class.enabled=false"
website/docs/rules/complexity.md	228	228	8f8e0b1e2de94ab6	P6 (website)	```yaml
website/docs/rules/complexity.md	232	232	b19015e7fa874b3f	P6 (website)	callable:
website/docs/rules/complexity.md	233	233	8bc4f91cbe54eabb	P6 (website)	warning: 20
website/docs/rules/complexity.md	234	234	073381f820706e27	P6 (website)	error: 40
website/docs/rules/complexity.md	235	235	bc7d6a12530bd298	P6 (website)	class:
website/docs/rules/complexity.md	236	236	27be75756e013422	P6 (website)	max_warning: 40
website/docs/rules/complexity.md	245	245	70158cb54a11ff6a	P6 (website)	threshold: 20   # warning=20, error=20 → all violations are errors
website/docs/rules/complexity.md	249	249	dd776a81b7dd2745	P6 (website)	bin/qmx check src/ --rule-opt="complexity.cognitive:callable.warning=2
website/docs/rules/complexity.md	250	250	302de096485d0eaa	P6 (website)	bin/qmx check src/ --rule-opt="complexity.cognitive:callable.error=40"
website/docs/rules/complexity.md	370	370	8f8e0b1e2de94ab6	P6 (website)	```yaml
website/docs/rules/complexity.md	374	374	b19015e7fa874b3f	P6 (website)	callable:
website/docs/rules/complexity.md	375	375	5b58ad3259236dc3	P6 (website)	warning: 300
website/docs/rules/complexity.md	376	376	bbda7f695a5e1d42	P6 (website)	error: 2000
website/docs/rules/complexity.md	377	377	bc7d6a12530bd298	P6 (website)	class:
website/docs/rules/complexity.md	378	378	3c9f9e28ad160c1a	P6 (website)	enabled: false   # disabled by default
website/docs/rules/complexity.md	387	387	dde9584b6cb43632	P6 (website)	threshold: 300   # warning=300, error=300 → all violations are errors
website/docs/rules/complexity.md	391	391	b10ccded3dbdd0f5	P6 (website)	bin/qmx check src/ --rule-opt="complexity.npath:callable.warning=300"
website/docs/rules/complexity.md	392	392	f7826a44a5b96812	P6 (website)	bin/qmx check src/ --rule-opt="complexity.npath:class.enabled=true"
website/docs/rules/complexity.md	474	474	8f8e0b1e2de94ab6	P6 (website)	```yaml
website/docs/rules/complexity.md	478	478	2dbb58cec743fefa	P6 (website)	warning: 60
website/docs/rules/complexity.md	479	479	9a129a70c6282f0b	P6 (website)	error: 100
website/docs/rules/complexity.md	480	480	89c5ecd2a0a13d66	P6 (website)	exclude_data_classes: true
website/docs/rules/complexity.md	488	488	1de1dc9b6d5b58d3	P6 (website)	threshold: 60     # warning=60, error=60 → all violations are errors
website/docs/rules/complexity.md	492	492	0e8638a1d4d31034	P6 (website)	bin/qmx check src/ --rule-opt="complexity.wmc:warning=60"
website/docs/rules/complexity.md	493	493	e0f1d58333d2eef6	P6 (website)	bin/qmx check src/ --rule-opt="complexity.wmc:error=100"
website/docs/rules/coupling.md	122	122	8f8e0b1e2de94ab6	P6 (website)	```yaml
website/docs/rules/coupling.md	128	128	535693a5dde73636	P6 (website)	scope: application  # 'all' (default) or 'application' (uses CBO_APP)
website/docs/rules/coupling.md	129	129	bc7d6a12530bd298	P6 (website)	class:
website/docs/rules/coupling.md	130	130	1e3da9b1540f09ee	P6 (website)	warning: 18
website/docs/rules/coupling.md	131	131	cd2bfae9a7808a81	P6 (website)	error: 25
website/docs/rules/coupling.md	132	132	e0592f1297f930ec	P6 (website)	namespace:
website/docs/rules/coupling.md	133	133	d54994da341f147c	P6 (website)	enabled: true
website/docs/rules/coupling.md	134	134	0305e3642b354d2a	P6 (website)	min_class_count: 5
website/docs/rules/coupling.md	143	143	5177d610af02348d	P6 (website)	threshold: 18   # warning=18, error=18 → all violations are errors
website/docs/rules/coupling.md	147	147	98ac0eff2fe5e141	P6 (website)	bin/qmx check src/ --rule-opt="coupling.cbo:class.warning=18"
website/docs/rules/coupling.md	148	148	31cba6890e8ce81e	P6 (website)	bin/qmx check src/ --rule-opt="coupling.cbo:class.error=25"
website/docs/rules/coupling.md	149	149	a81501feae4dc700	P6 (website)	bin/qmx check src/ --rule-opt="coupling.cbo:namespace.min_class_count=
website/docs/rules/coupling.md	150	150	eb5aa3fd7a1aded3	P6 (website)	bin/qmx check src/ --rule-opt="coupling.cbo:namespace.enabled=false"
website/docs/rules/coupling.md	151	151	85b0f5218f908cb5	P6 (website)	bin/qmx check src/ --rule-opt="coupling.cbo:scope=application"
website/docs/rules/coupling.md	169	169	2777a032958df552	P6 (website)	bin/qmx check src/ --rule-opt="coupling.cbo:threshold=15"
website/docs/rules/coupling.md	185	185	8f8e0b1e2de94ab6	P6 (website)	```yaml
website/docs/rules/coupling.md	188	188	d4474467bd47ed79	P6 (website)	warning: 12     # class AND namespace
website/docs/rules/coupling.md	189	189	e79e757f38a29f8b	P6 (website)	error: 18
website/docs/rules/coupling.md	284	284	7cefc3edb00644c8	P6 (website)	enabled: true   # default
website/docs/rules/coupling.md	391	391	8f8e0b1e2de94ab6	P6 (website)	```yaml
website/docs/rules/coupling.md	397	397	bc7d6a12530bd298	P6 (website)	class:
website/docs/rules/coupling.md	398	398	03d576e7ca69e32a	P6 (website)	max_warning: 0.9
website/docs/rules/coupling.md	399	399	bfc70f3f66a7d69e	P6 (website)	max_error: 1.0
website/docs/rules/coupling.md	400	400	9d09df8b8077abc7	P6 (website)	min_afferent: 1    # default: 1
website/docs/rules/coupling.md	401	401	e0592f1297f930ec	P6 (website)	namespace:
website/docs/rules/coupling.md	402	402	0305e3642b354d2a	P6 (website)	min_class_count: 5
website/docs/rules/coupling.md	403	403	9d09df8b8077abc7	P6 (website)	min_afferent: 1    # default: 1
website/docs/rules/coupling.md	414	414	d460dec4e0163152	P6 (website)	threshold: 0.9   # warning=0.9, error=0.9
