source_path	source_fqcn	source_owner	target_path	target_fqcn	target_owner	declared_operations	observed_operations	behavioral_verdict	qmx_projection
src/Infrastructure/DependencyInjection/Configurator/CollectorConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\CollectorConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Parallel/Configuration/ParallelConfigurationResolver.php	Qualimetrix\Infrastructure\Parallel\Configuration\ParallelConfigurationResolver	Infrastructure.Parallel	service_alias,service_registration	service_alias,service_registration	used	"infrastructure-dependencyinjection -> infrastructure-parallel"
src/Infrastructure/DependencyInjection/Configurator/CollectorConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\CollectorConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Parallel/FileProcessingTaskFactory.php	Qualimetrix\Infrastructure\Parallel\FileProcessingTaskFactory	Infrastructure.Parallel	service_reference,service_registration	service_reference,service_registration	used	"infrastructure-dependencyinjection -> infrastructure-parallel"
src/Infrastructure/DependencyInjection/Configurator/CollectorConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\CollectorConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Parallel/Runtime/ParallelConfigurationStore.php	Qualimetrix\Infrastructure\Parallel\Runtime\ParallelConfigurationStore	Infrastructure.Parallel	service_alias,service_registration	service_alias,service_registration	used	"infrastructure-dependencyinjection -> infrastructure-parallel"
src/Infrastructure/DependencyInjection/Configurator/CollectorConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\CollectorConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Parallel/Strategy/AmphpParallelStrategy.php	Qualimetrix\Infrastructure\Parallel\Strategy\AmphpParallelStrategy	Infrastructure.Parallel	service_registration	service_registration	used	"infrastructure-dependencyinjection -> infrastructure-parallel"
src/Infrastructure/DependencyInjection/Configurator/CollectorConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\CollectorConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Parallel/Strategy/SequentialStrategy.php	Qualimetrix\Infrastructure\Parallel\Strategy\SequentialStrategy	Infrastructure.Parallel	service_registration	service_registration	used	"infrastructure-dependencyinjection -> infrastructure-parallel"
src/Infrastructure/DependencyInjection/Configurator/CollectorConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\CollectorConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Parallel/Strategy/WorkerCountDetector.php	Qualimetrix\Infrastructure\Parallel\Strategy\WorkerCountDetector	Infrastructure.Parallel	service_registration	service_registration	used	"infrastructure-dependencyinjection -> infrastructure-parallel"
src/Infrastructure/DependencyInjection/Configurator/CoreServicesConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\CoreServicesConfigurator	Infrastructure.DependencyInjection	src/Core/Time/SystemClock.php	Qualimetrix\Core\Time\SystemClock	Core.Neutral	service_alias,service_registration	service_alias,service_registration	used	"infrastructure-dependencyinjection -> core-neutral"
src/Infrastructure/DependencyInjection/Configurator/CoreServicesConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\CoreServicesConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Console/Progress/SwitchableProgressReporter.php	Qualimetrix\Infrastructure\Console\Progress\SwitchableProgressReporter	Infrastructure.Console	service_alias,service_registration	service_alias,service_registration	used	"infrastructure-dependencyinjection -> infrastructure-console"
src/Infrastructure/DependencyInjection/Configurator/CoreServicesConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\CoreServicesConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Logging/DelegatingLogger.php	Qualimetrix\Infrastructure\Logging\DelegatingLogger	Infrastructure.Logging	service_registration	service_registration	used	"infrastructure-dependencyinjection -> infrastructure-logging"
src/Infrastructure/DependencyInjection/Configurator/CoreServicesConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\CoreServicesConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Profiler/ProfileSession.php	Qualimetrix\Infrastructure\Profiler\ProfileSession	Infrastructure.Profiler	service_alias,service_registration	service_alias,service_registration	used	"infrastructure-dependencyinjection -> infrastructure-profiler"
src/Infrastructure/DependencyInjection/Configurator/DependencyModelConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\DependencyModelConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Logging/DelegatingLogger.php	Qualimetrix\Infrastructure\Logging\DelegatingLogger	Infrastructure.Logging	service_reference	service_reference	used	"infrastructure-dependencyinjection -> infrastructure-logging"
src/Infrastructure/DependencyInjection/Configurator/DependencyModelConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\DependencyModelConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Parallel/Strategy/StrategySelector.php	Qualimetrix\Infrastructure\Parallel\Strategy\StrategySelector	Infrastructure.Parallel	service_alias,service_registration	service_alias,service_registration	used	"infrastructure-dependencyinjection -> infrastructure-parallel"
src/Infrastructure/DependencyInjection/Configurator/MeasurementConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\MeasurementConfigurator	Infrastructure.DependencyInjection	src/Analysis/Evidence/Cohesion/Configuration/LcomCollectionConfigurationResolver.php	Qualimetrix\Analysis\Evidence\Cohesion\Configuration\LcomCollectionConfigurationResolver	Analysis.Evidence.Cohesion	service_alias,service_registration	service_alias,service_registration	used	"infrastructure-dependencyinjection -> analysis-evidence-cohesion"
src/Infrastructure/DependencyInjection/Configurator/MeasurementConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\MeasurementConfigurator	Infrastructure.DependencyInjection	src/Analysis/Evidence/Cohesion/Runtime/LcomCollectionConfigurationStore.php	Qualimetrix\Analysis\Evidence\Cohesion\Runtime\LcomCollectionConfigurationStore	Analysis.Evidence.Cohesion	service_alias,service_registration	service_alias,service_registration	used	"infrastructure-dependencyinjection -> analysis-evidence-cohesion"
src/Infrastructure/DependencyInjection/Configurator/OutputConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	src/Analysis/Finding/Configuration/FindingConfigurationResolver.php	Qualimetrix\Analysis\Finding\Configuration\FindingConfigurationResolver	Analysis.Finding	service_alias,service_registration	service_alias,service_registration	used	"infrastructure-dependencyinjection -> analysis-finding"
src/Infrastructure/DependencyInjection/Configurator/OutputConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	src/Analysis/Run/Configuration/RunConfigurationResolver.php	Qualimetrix\Analysis\Run\Configuration\RunConfigurationResolver	Analysis.Run	service_alias,service_registration	service_alias,service_registration	used	"infrastructure-dependencyinjection -> analysis-run"
src/Infrastructure/DependencyInjection/Configurator/OutputConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Console/AnalysisRuntimeConfigurator.php	Qualimetrix\Infrastructure\Console\AnalysisRuntimeConfigurator	Infrastructure.Console	service_reference,service_registration	service_reference,service_registration	used	"infrastructure-dependencyinjection -> infrastructure-console"
src/Infrastructure/DependencyInjection/Configurator/OutputConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Console/Command/BaselineCleanupCommand.php	Qualimetrix\Infrastructure\Console\Command\BaselineCleanupCommand	Infrastructure.Console	service_registration	service_registration	used	"infrastructure-dependencyinjection -> infrastructure-console"
src/Infrastructure/DependencyInjection/Configurator/OutputConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Console/Command/BaselineConfiguredThresholds.php	Qualimetrix\Infrastructure\Console\Command\BaselineConfiguredThresholds	Infrastructure.Console	service_reference,service_registration	service_reference,service_registration	used	"infrastructure-dependencyinjection -> infrastructure-console"
src/Infrastructure/DependencyInjection/Configurator/OutputConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Console/Command/BaselineExplainCommand.php	Qualimetrix\Infrastructure\Console\Command\BaselineExplainCommand	Infrastructure.Console	service_registration	service_registration	used	"infrastructure-dependencyinjection -> infrastructure-console"
src/Infrastructure/DependencyInjection/Configurator/OutputConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Console/Command/BaselineGenerateCommand.php	Qualimetrix\Infrastructure\Console\Command\BaselineGenerateCommand	Infrastructure.Console	service_registration	service_registration	used	"infrastructure-dependencyinjection -> infrastructure-console"
src/Infrastructure/DependencyInjection/Configurator/OutputConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Console/Command/BaselineRun.php	Qualimetrix\Infrastructure\Console\Command\BaselineRun	Infrastructure.Console	service_alias,service_reference,service_registration	service_alias,service_reference,service_registration	used	"infrastructure-dependencyinjection -> infrastructure-console"
src/Infrastructure/DependencyInjection/Configurator/OutputConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Console/Command/BaselineRunInterface.php	Qualimetrix\Infrastructure\Console\Command\BaselineRunInterface	Infrastructure.Console	service_alias	service_alias	used	"infrastructure-dependencyinjection -> infrastructure-console"
src/Infrastructure/DependencyInjection/Configurator/OutputConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Console/Command/BaselineUpdateCommand.php	Qualimetrix\Infrastructure\Console\Command\BaselineUpdateCommand	Infrastructure.Console	service_registration	service_registration	used	"infrastructure-dependencyinjection -> infrastructure-console"
src/Infrastructure/DependencyInjection/Configurator/OutputConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Console/Command/CheckCommand.php	Qualimetrix\Infrastructure\Console\Command\CheckCommand	Infrastructure.Console	service_registration	service_registration	used	"infrastructure-dependencyinjection -> infrastructure-console"
src/Infrastructure/DependencyInjection/Configurator/OutputConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Console/Command/GraphExportCommand.php	Qualimetrix\Infrastructure\Console\Command\GraphExportCommand	Infrastructure.Console	service_registration	service_registration	used	"infrastructure-dependencyinjection -> infrastructure-console"
src/Infrastructure/DependencyInjection/Configurator/OutputConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Console/Command/HookInstallCommand.php	Qualimetrix\Infrastructure\Console\Command\HookInstallCommand	Infrastructure.Console	service_registration	service_registration	used	"infrastructure-dependencyinjection -> infrastructure-console"
src/Infrastructure/DependencyInjection/Configurator/OutputConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Console/Command/HookStatusCommand.php	Qualimetrix\Infrastructure\Console\Command\HookStatusCommand	Infrastructure.Console	service_registration	service_registration	used	"infrastructure-dependencyinjection -> infrastructure-console"
src/Infrastructure/DependencyInjection/Configurator/OutputConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Console/Command/HookUninstallCommand.php	Qualimetrix\Infrastructure\Console\Command\HookUninstallCommand	Infrastructure.Console	service_registration	service_registration	used	"infrastructure-dependencyinjection -> infrastructure-console"
src/Infrastructure/DependencyInjection/Configurator/OutputConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Console/Command/RulesCommand.php	Qualimetrix\Infrastructure\Console\Command\RulesCommand	Infrastructure.Console	service_registration	service_registration	used	"infrastructure-dependencyinjection -> infrastructure-console"
src/Infrastructure/DependencyInjection/Configurator/OutputConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Console/ConfigurationInputAdapter.php	Qualimetrix\Infrastructure\Console\ConfigurationInputAdapter	Infrastructure.Console	service_reference,service_registration	service_reference,service_registration	used	"infrastructure-dependencyinjection -> infrastructure-console"
src/Infrastructure/DependencyInjection/Configurator/OutputConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Console/DiagnosticOutput.php	Qualimetrix\Infrastructure\Console\DiagnosticOutput	Infrastructure.Console	service_reference,service_registration	service_reference,service_registration	used	"infrastructure-dependencyinjection -> infrastructure-console"
src/Infrastructure/DependencyInjection/Configurator/OutputConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Console/ExitCodeResolver.php	Qualimetrix\Infrastructure\Console\ExitCodeResolver	Infrastructure.Console	service_reference,service_registration	service_reference,service_registration	used	"infrastructure-dependencyinjection -> infrastructure-console"
src/Infrastructure/DependencyInjection/Configurator/OutputConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Console/FindingFilterOrchestrator.php	Qualimetrix\Infrastructure\Console\FindingFilterOrchestrator	Infrastructure.Console	service_reference,service_registration	service_reference,service_registration	used	"infrastructure-dependencyinjection -> infrastructure-console"
src/Infrastructure/DependencyInjection/Configurator/OutputConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Console/FormatterContextFactory.php	Qualimetrix\Infrastructure\Console\FormatterContextFactory	Infrastructure.Console	service_reference,service_registration	service_reference,service_registration	used	"infrastructure-dependencyinjection -> infrastructure-console"
src/Infrastructure/DependencyInjection/Configurator/OutputConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Console/MeasuredFindingSet.php	Qualimetrix\Infrastructure\Console\MeasuredFindingSet	Infrastructure.Console	service_reference,service_registration	service_reference,service_registration	used	"infrastructure-dependencyinjection -> infrastructure-console"
src/Infrastructure/DependencyInjection/Configurator/OutputConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Console/ProfilePresenter.php	Qualimetrix\Infrastructure\Console\ProfilePresenter	Infrastructure.Console	service_reference,service_registration	service_reference,service_registration	used	"infrastructure-dependencyinjection -> infrastructure-console"
src/Infrastructure/DependencyInjection/Configurator/OutputConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Console/ProfileSummaryRenderer.php	Qualimetrix\Infrastructure\Console\ProfileSummaryRenderer	Infrastructure.Console	service_reference,service_registration	service_reference,service_registration	used	"infrastructure-dependencyinjection -> infrastructure-console"
src/Infrastructure/DependencyInjection/Configurator/OutputConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Console/Progress/SwitchableProgressReporter.php	Qualimetrix\Infrastructure\Console\Progress\SwitchableProgressReporter	Infrastructure.Console	service_reference	service_reference	used	"infrastructure-dependencyinjection -> infrastructure-console"
src/Infrastructure/DependencyInjection/Configurator/OutputConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Console/ResultPresenter.php	Qualimetrix\Infrastructure\Console\ResultPresenter	Infrastructure.Console	service_reference,service_registration	service_reference,service_registration	used	"infrastructure-dependencyinjection -> infrastructure-console"
src/Infrastructure/DependencyInjection/Configurator/OutputConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Console/RuleInputValidator.php	Qualimetrix\Infrastructure\Console\RuleInputValidator	Infrastructure.Console	service_reference,service_registration	service_reference,service_registration	used	"infrastructure-dependencyinjection -> infrastructure-console"
src/Infrastructure/DependencyInjection/Configurator/OutputConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Console/RuntimeConfigurator.php	Qualimetrix\Infrastructure\Console\RuntimeConfigurator	Infrastructure.Console	service_reference,service_registration	service_reference,service_registration	used	"infrastructure-dependencyinjection -> infrastructure-console"
src/Infrastructure/DependencyInjection/Configurator/OutputConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Console/RuntimeLimitsController.php	Qualimetrix\Infrastructure\Console\RuntimeLimitsController	Infrastructure.Console	service_reference,service_registration	service_reference,service_registration	used	"infrastructure-dependencyinjection -> infrastructure-console"
src/Infrastructure/DependencyInjection/Configurator/OutputConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Git/GitRepositoryLocator.php	Qualimetrix\Infrastructure\Git\GitRepositoryLocator	Infrastructure.Git	service_alias,service_reference,service_registration	service_alias,service_reference,service_registration	used	"infrastructure-dependencyinjection -> infrastructure-git"
src/Infrastructure/DependencyInjection/Configurator/OutputConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Logging/DelegatingLogger.php	Qualimetrix\Infrastructure\Logging\DelegatingLogger	Infrastructure.Logging	service_reference	service_reference	used	"infrastructure-dependencyinjection -> infrastructure-logging"
src/Infrastructure/DependencyInjection/Configurator/OutputConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	src/Reporting/Configuration/OutputFormatResolver.php	Qualimetrix\Reporting\Configuration\OutputFormatResolver	Reporting	service_alias,service_registration	service_alias,service_registration	used	"infrastructure-dependencyinjection -> reporting"
src/Infrastructure/DependencyInjection/Configurator/OutputConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	src/Reporting/FindingProjection/Configuration/ConfiguredFindingExclusionsResolver.php	Qualimetrix\Reporting\FindingProjection\Configuration\ConfiguredFindingExclusionsResolver	Reporting	service_alias,service_registration	service_alias,service_registration	used	"infrastructure-dependencyinjection -> reporting"
src/Infrastructure/DependencyInjection/Configurator/ParserConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\ParserConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Ast/FileParserFactory.php	Qualimetrix\Infrastructure\Ast\FileParserFactory	Infrastructure.Ast	service_reference,service_registration	service_reference,service_registration	used	"infrastructure-dependencyinjection -> infrastructure-ast"
src/Infrastructure/DependencyInjection/Configurator/ParserConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\ParserConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Cache/CacheConfigurationResolver.php	Qualimetrix\Infrastructure\Cache\CacheConfigurationResolver	Infrastructure.Cache	service_alias,service_registration	service_alias,service_registration	used	"infrastructure-dependencyinjection -> infrastructure-cache"
src/Infrastructure/DependencyInjection/Configurator/ParserConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\ParserConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Cache/CacheConfigurationStore.php	Qualimetrix\Infrastructure\Cache\CacheConfigurationStore	Infrastructure.Cache	service_alias,service_registration	service_alias,service_registration	used	"infrastructure-dependencyinjection -> infrastructure-cache"
src/Infrastructure/DependencyInjection/Configurator/ParserConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\ParserConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Logging/DelegatingLogger.php	Qualimetrix\Infrastructure\Logging\DelegatingLogger	Infrastructure.Logging	service_reference	service_reference	used	"infrastructure-dependencyinjection -> infrastructure-logging"
src/Infrastructure/DependencyInjection/Configurator/RuleConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\RuleConfigurator	Infrastructure.DependencyInjection	src/Analysis/Finding/ChannelPresentationView.php	Qualimetrix\Analysis\Finding\ChannelPresentationView	Analysis.Finding	service_reference,service_registration	service_reference,service_registration	used	"infrastructure-dependencyinjection -> analysis-finding"
src/Infrastructure/DependencyInjection/Configurator/RuleConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\RuleConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Rule/ChannelUniverse.php	Qualimetrix\Infrastructure\Rule\ChannelUniverse	Infrastructure.Rule	service_alias,service_registration	service_alias,service_registration	used	"infrastructure-dependencyinjection -> infrastructure-rule"
src/Infrastructure/DependencyInjection/Configurator/RuleConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\RuleConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Rule/ComputedMetricChannelPresentation.php	Qualimetrix\Infrastructure\Rule\ComputedMetricChannelPresentation	Infrastructure.Rule	service_alias,service_registration	service_alias,service_registration	used	"infrastructure-dependencyinjection -> infrastructure-rule"
src/Infrastructure/DependencyInjection/Configurator/RuleConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\RuleConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Rule/ConfigurationValidatorRegistry.php	Qualimetrix\Infrastructure\Rule\ConfigurationValidatorRegistry	Infrastructure.Rule	service_registration	service_registration	used	"infrastructure-dependencyinjection -> infrastructure-rule"
src/Infrastructure/DependencyInjection/Configurator/RuleConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\RuleConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Rule/KnownRuleNamesAdapter.php	Qualimetrix\Infrastructure\Rule\KnownRuleNamesAdapter	Infrastructure.Rule	service_alias,service_registration	service_alias,service_registration	used	"infrastructure-dependencyinjection -> infrastructure-rule"
src/Infrastructure/DependencyInjection/Configurator/RuleConfigurator.php	Qualimetrix\Infrastructure\DependencyInjection\Configurator\RuleConfigurator	Infrastructure.DependencyInjection	src/Infrastructure/Rule/RuleRegistry.php	Qualimetrix\Infrastructure\Rule\RuleRegistry	Infrastructure.Rule	service_alias,service_registration	service_alias,service_registration	used	"infrastructure-dependencyinjection -> infrastructure-rule"
