# X19 stage 04, package P-F. Body holds 22 rows: the 18 defect=yes architecture.layers[*] rows the
# S10 probe-envelope repair (353635d8) exposed, PLUS 4 more rows this package's OWN carrier edit
# exposed in turn (class STAND, last 4 data rows) when extending the shorthand promise to the
# top-level patterns/suffix criteria. Tree at start: e6ca7136. Same 14-column shape as
# docs/internal/plans/source-composition/measurement/cure-map.tsv (axis, row, probe, point, verdict,
# ledger_status, decided_by, promised_forms, lost_at, declaration, reader, classification,
# justification, owner_file), extended with two classification values the brief did not name up
# front: OUT-OF-SCOPE (12 rows -- neither PRODUCT, PROMISE nor DECLARATION, but the "element
# form"/"map content-schema" coordinate 00-overview.md already names as exported to the next
# expedition, "Выносится": "форма содержимого составных значений") and STAND (4 rows -- a probe-
# envelope defect this package's own carrier edit exposed, not S10's, not fixable here). Final split
# of the 18: 12 OUT-OF-SCOPE + 2 DECLARATION + 4 PROMISE + 0 PRODUCT.
#
# =========================== ЧЕМ ПОЛУЧЕНО ===========================
# 1. Денежник строк: awk -F'\t' '$1=="D" && $6=="yes" && $2 ~ /architecture\.layers/'
#    docs/internal/generated/promise-effect/verdicts.tsv (current tree, post-S10) -> 18 rows, matching
#    the plan's count exactly. Cross-checked against
#    docs/internal/plans/source-composition/measurement/cure-map.tsv (written at e6d83192, BEFORE the
#    S10 repair 353635d8): 14 of these 18 rows already existed there with a verdict/classification
#    (11 "list" rows + exclude|map + the two match rows), carried over unchanged because the S10 repair
#    only touched `|null` writes for exclude criteria (6 rows, all now resolved to OK, gone from the
#    defect list). Only 4 of the 18 are genuinely NEW: exclude.patterns/exclude.suffix x
#    string-nonnumber/string-number (COLLAPSED). The plan's framing ("не входили в исходные 126 -- были
#    невидимы") does not hold row-for-row for 14 of 18; reported as a finding, not silently corrected
#    in the plan text.
# 2. Механизм каждой из исходных 18 строк — не по правдоподобию, а по прогону: минимальный qmx.yaml с
#    валидным слоем (name+patterns, lowercase, satisfying "at least one criterion") и спорным листом,
#    `bin/qmx check <fixture>/src --config=<fixture>/qmx.yaml --cache-dir=<unique> --workers=0`, читан
#    ФАКТИЧЕСКИЙ exit code (без пайпа) и текст "Configuration error: ...". Каждая воспроизведена лично
#    (см. колонку `declaration`/`reader` ниже, которая цитирует ИМЕННО то сообщение, что вернул процесс).
# 3. Конверт пробы (`promise-effect/axis-d-envelopes.tsv`, не мой файл) прочитан для КАЖДОЙ из 18 строк
#    построчно (не только для тех, что упомянуты в S10 коммите), чтобы отличить "продукт отказал по
#    существу" от "конверт всё ещё сломан по несвязанной причине". Найдено: репаир S10 чинил ТОЛЬКО
#    шесть exclude.*|null строк (переименовал слой в lowercase "domain" и заполнил остальные exclude-
#    критерии); "architecture.layers[*].{patterns,suffix,attributes,implements,extends,match}" (без
#    exclude) остались на старой базе с именем "Domain" (верхний регистр) без остальных критериев.
#    Для СПИСОЧНЫХ проб это не влияет (element-type-отказ в LayerCriterionNormalizer срабатывает раньше
#    построения LayerDefinition, где проверяется регекс имени — проверено: `attributes: [7331]` под
#    `name: Domain` даёт "entry at index 0 must be a non-empty string", НЕ регекс имени). Для
#    СТРОКОВЫХ проб (string-nonnumber/string-number) это влияет: `patterns: abc` под `name: Domain`
#    даёт "Layer name \"Domain\" must match pattern ...", а НЕ отказ по форме листа. На исходные 18
#    строк это не влияло (только `match` там promised для string-nonnumber, и у него отказ по
#    существу — enum — опережает регекс имени, проверено прогоном), НО этот пакет сам расширил
#    promised_forms для top-level patterns/suffix (класс PROMISE ниже), и ИМЕННО это обнажило класс
#    STAND: 4 новые defect=yes строки на той же непочиненной базе. См. блок "ЧЕГО НЕ ВИДИТ" и
#    promise-ledger.tsv ПЕРЕВЫВОД-4.
# 4. Носитель (website/docs/rules/architecture.md, EN) читан построчно вокруг каждой цитаты реестра
#    promise-ledger.tsv, а не по номеру строки без контекста: подтверждено, что для patterns/suffix/
#    attributes/implements/extends КАЖДЫЙ пример в документе — список строк (`['App\Foo']`), нигде нет
#    примера со скалярным элементом-НЕ-строкой; для match документ уже явно закрывает набор до двух
#    слов ("a `match: any | all` switch", :324; "match: any # default" / "`exclude.match: all` is also
#    supported", :489/:492) — то есть карьер прав в обоих случаях, разошёлся только реестр promise-ledger.
#    docs/adr/0007-architecture-rules-phase-2-design.md тоже прочитан целиком (grep по shorthand/scalar) —
#    ноль совпадений (см. п.7).
# 5. Существующее покрытие тестами прочитано целиком (`grep -n` по 'Shorthand\|match' в
#    tests/Analysis/Policy/Architecture/Unit/LayersValidatorTest.php) ДО принятия решения "PROMISE vs
#    PRODUCT" для четырёх COLLAPSED-строк: `itAcceptsAScalarPatternsValueAsSingletonShorthand`,
#    `itAcceptsStringShorthandForExcludeCriterionLists` и `itRejectsAnUnknownMatchValueNamingBothAcceptedModes`
#    уже существовали, зелёные, и описывают ИМЕННО тестируемое поведение как намеренное — решающий факт
#    против удаления shorthand как "продуктового дефекта" (что было бы breaking и без пользы).
# 6. Совет (advisor) вызван ТРИЖДЫ: (1) после первого прохода измерения, до записи файла — принял
#    границу PROMISE-ветки для 4 COLLAPSED-строк, обязательность двух match-строк, статус 12 "list/map"
#    строк как экспортируемая координата, а не UNCLEAR; (2) после первого `composer promise-effect` —
#    нашёл, что расширение promised_forms только для exclude.patterns/exclude.suffix, а не для
#    top-level patterns/suffix того же абзаца, оставляет реестр НЕДООБЕЩАЮЩИМ относительно
#    собственного носителя пакета; отменил свою прежнюю рекомендацию убрать shorthand как PRODUCT;
#    (3) после второго прогона и первой версии этого файла — нашёл, что ссылки на номер строки внутри
#    promise-ledger.tsv и в колонке `owner_file` уже сдвинулись от переписывания текста в этом же
#    пакете (движущаяся цель), и что эта шапка спорит с телом файла после расширения до 22 строк; обе
#    правки внесены.
# 7. `itAcceptsAScalarPatternsValueAsSingletonShorthand` (LayersValidatorTest.php, существовал ДО этого
#    пакета) утверждал в докблоке "documented examples in the Phase 2 design use the shorthand" —
#    неверно: grep по docs/adr/0007-architecture-rules-phase-2-design.md даёт ноль совпадений, там нет
#    ни одного примера с shorthand. Докблок исправлен этим же пакетом, тем же коммитом, что добавляет
#    `itAcceptsAQuotedDigitStringShorthandForExcludeCriterionLists` в тот же файл: ссылка на
#    несуществующий пример заменена ссылкой на новый абзац website/docs/rules/architecture.md
#    "Single-value shorthand", добавленный этим пакетом.
#
# =========================== ЧЕГО ЭТОТ СПОСОБ НЕ ВИДИТ ===========================
# - Не тронуто (не мой файл): `promise-effect/axis-d-envelopes.tsv` всё ещё пишет TOP-LEVEL (не
#   exclude) `patterns`/`suffix`/`attributes`/`implements`/`extends`/`match` на слой с именем "Domain"
#   (верхний регистр) без остальных критериев — тот же класс дефекта, что S10 чинил для exclude.*,
#   только для второй половины файла. Расширение promised_forms этим пакетом уже обнажило 4 из
#   потенциальных 10 клеток (patterns/suffix; attributes/implements/extends не расширены — другой
#   вопрос, набор значений, не форма). Оставшиеся 6 клеток (attributes/implements/extends x
#   string-nonnumber/string-number) НЕ обнажены и не станут дефектом ни при каком расширении
#   promised_forms, потому что критерий требует FQN, а не потому что база чинена. Лечение конверта —
#   то же самое, что S10: имя слоя в нижний регистр в шести top-level базах. Доложено оркестратору
#   (задел для будущего S12), не исправлено (`promise-effect/**` вне границ файлов пакета).
# - "OUT-OF-SCOPE" 12 строк не переизмерены на предмет ВТОРОГО механизма помимо element-form/
#   content-schema (например, отказывает ли продукт ЕЩЁ и по какой-то другой причине при списке из
#   ровно одного числа vs нескольких) — образец пробы один ([7331] / {a:7331}), не варьировался.
# - RU-половина сайта проверена только в месте правки (новый абзац о shorthand); остальные абзацы
#   `architecture.ru.md`, процитированные реестром для этих строк, не сверены построчно с EN.
# - `composer promise-effect` (полный прогон) использован ровно два раза, по границе задания: первый —
#   после первичной классификации (D: 41 -> 35, только 2 DECLARATION + 4 PROMISE-exclude учтены);
#   второй — финальный, после расширения promised_forms на top-level patterns/suffix (D: 41 -> 39, все
#   22 строки учтены). Оба прогона сверены построчно (`git diff verdicts.tsv | grep '^[+-]D'`), не
#   только по агрегатным счётчикам.
# - Побочный эффект на клетку `architecture.layers[*].exclude.match|null` (OK -> NOT OBSERVABLE)
#   измерен и принят как компромисс инструмента, а не устранён; альтернативное лечение
#   (`promise-effect/axis-d-observables.tsv`, hit-литерал `all`) названо, не проверено и не применено.
#
# axis	row	probe	point	verdict	ledger_status	decided_by	promised_forms	lost_at	declaration	reader	classification	justification	owner_file
D	form|yaml|architecture.layers[*].extends|list	list	report	REFUSES	PROMISED	refused a form it promised	null,list	default	website/docs/rules/architecture.md:332 "extends: One of the listed class FQNs appears anywhere in the class's parent chain"	LayerCriterionNormalizer.php normalizeFqnList(); reproduced live: "extends" entry at index 0 must be a non-empty string (got int)	OUT-OF-SCOPE	same element-form gap	n/a -- next expedition (element-form coordinate)
D	form|yaml|architecture.layers[*].implements|list	list	report	REFUSES	PROMISED	refused a form it promised	null,list	default	website/docs/rules/architecture.md:331 "implements: Class implements one of the listed interface FQNs"	LayerCriterionNormalizer.php normalizeFqnList(); reproduced live: "implements" entry at index 0 must be a non-empty string (got int)	OUT-OF-SCOPE	same element-form gap	n/a -- next expedition (element-form coordinate)
D	form|yaml|architecture.layers[*].match|string-nonnumber	string-nonnumber	report	REFUSES	DECIDED	refused a form it promised	null (was null,string-nonnumber before this package)	default	website/docs/rules/architecture.md:324 "a `match: any | all` switch that controls how they combine" -- closed set stated in the same paragraph the ledger's own example line (:349) sits inside	LayerCriterionNormalizer.php:158-185; reproduced live with a valid layer (patterns+suffix present) + match: abc: "match" must be one of "any", "all", got "abc" (confirmed BEFORE the pre-S10-repair top-level "Domain" name check: the enum refusal fires first even with the un-repaired uppercase base)	DECLARATION	same reasoning as exclude.match above; the top-level and exclude match share one normalizeMatchMode() implementation and one test (itRejectsAnUnknownMatchValueNamingBothAcceptedModes)	promise-ledger.tsv row form|yaml|architecture.layers[*].match (retranslated this package, ПЕРЕВЫВОД-4, identified by (kind,door,path) not line number); no src/website change needed. Note: 04-remainder.md's package P-B text also names "match слоя" among its 17 rows, but P-B's own mechanism (RuleOptionShape::enum()) cannot reach this field -- it is not a `rules:` key and has no RuleOptionShape declaration at all; P-F's file grant (this package) explicitly covers architecture.md and architecture.* ledger rows, so ownership is here, not left unowned
D	form|yaml|architecture.layers[*].patterns|list	list	report	REFUSES	PROMISED	refused a form it promised	null,list	default	website/docs/rules/architecture.md:328	LayerCriterionNormalizer.php normalizePatternList(); reproduced live: "patterns" entry at index 0 must be a non-empty string (got int)	OUT-OF-SCOPE	same element-form gap	n/a -- next expedition (element-form coordinate)
D	form|yaml|architecture.layers[*].suffix|list	list	report	REFUSES	PROMISED	refused a form it promised	null,list	default	website/docs/rules/architecture.md:329	LayerCriterionNormalizer.php normalizeSuffixList(); reproduced live: "suffix" entry at index 0 must be a non-empty string (got int)	OUT-OF-SCOPE	same element-form gap	n/a -- next expedition (element-form coordinate)
D	form|yaml|architecture.layers|list	list	report	REFUSES	PROMISED	refused a form it promised	null,list	default	website/docs/rules/architecture.md:243 "architecture.layers is an ordered list of layer entries. Each entry has a name and a patterns list" -- every example element is a MAP (name+patterns...), never a scalar	LayersValidator.php:47-52 ALLOWED_ENTRY_KEYS; reproduced live with layers: [7331]: "each entry must be a map with \"name\" and at least one criterion key, got int"	OUT-OF-SCOPE	list container is correctly promised and correctly accepted (a list of maps); refusal is on the ELEMENT's form (int vs layer-map), the same element-form coordinate as the criterion-list rows above, just one level up	n/a -- next expedition (element-form coordinate)
# --- The 4 rows below did NOT exist in the 18 above; this package's OWN website/docs/rules/architecture.md:336
# addition (documenting the exclude.patterns/exclude.suffix shorthand, class PROMISE above) also, honestly,
# promises the SAME shorthand for the top-level (non-exclude) patterns/suffix criteria -- one carrier paragraph
# describes both. Extending promise-ledger.tsv rows 1293/1294 (top-level .patterns/.suffix) to match exposed
# these 4 defect=yes cells. Verified live (not guessed): the top-level base document in promise-effect/
# axis-d-envelopes.tsv (not my file) still writes an uppercase layer name ("Domain") with no other criterion for
# these two rows; LayerDefinition::NAME_REGEX (`/^[a-z][a-z0-9_-]*$/`) refuses that name AFTER the criterion's
# own list-or-string check already accepted the written value -- reproduced for both patterns and suffix:
# `patterns: abc` / `suffix: abc` under `name: Domain` both give "Layer name \"Domain\" must match pattern...",
# not a form refusal. Same defect CLASS the six exclude.*|null cells carried before S10 (353635d8) repaired
# their base; these are the top-level, string-valued twin S10 did not touch (S10's own comment in
# axis-d-envelopes.tsv names this explicitly: "the other architecture.layers[*].* rows above keep their
# original \"Domain\" base unchanged"). Class STAND, not PRODUCT/PROMISE/DECLARATION/OUT-OF-SCOPE: the
# product is not asked the question these 4 forms mean to ask. Not fixed here (promise-effect/** excluded from
# this package's file grant); reported to the orchestrator with the exact repair (lowercase the base layer name
# for these six top-level envelope rows, mirroring S10's fix for the six exclude.*|null rows).
D	form|yaml|architecture.layers[*].patterns|string-nonnumber	string-nonnumber	report	REFUSES	PROMISED	refused a form it promised	null,list -> null,list,string-nonnumber,string-number (this package)	default	website/docs/rules/architecture.md:336 (this package's own addition; applies to both levels, one paragraph)	live repro: `patterns: abc` under `name: Domain` (unrepaired top-level base) -> "Layer name \"Domain\" must match pattern /^[a-z][a-z0-9_-]*$/..."; the SAME write under `name: domain` (repaired name only) is ACCEPTED, exit 2 -- confirms the base, not the criterion, refuses	STAND	envelope defect this package's own carrier edit exposed (see comment block above); not a product or carrier mismatch	promise-effect/axis-d-envelopes.tsv (not mine): lowercase the base layer name for the top-level patterns/suffix/attributes/implements/extends/match rows, mirroring S10's fix for exclude.*
D	form|yaml|architecture.layers[*].patterns|string-number	string-number	report	REFUSES	PROMISED	refused a form it promised	null,list -> null,list,string-nonnumber,string-number (this package)	default	website/docs/rules/architecture.md:336 (this package's own addition)	same mechanism as the string-nonnumber row above, with a quoted digit string	STAND	same as architecture.layers[*].patterns|string-nonnumber	same fix, same file (not mine)
D	form|yaml|architecture.layers[*].suffix|string-nonnumber	string-nonnumber	report	REFUSES	PROMISED	refused a form it promised	null,list -> null,list,string-nonnumber,string-number (this package)	default	website/docs/rules/architecture.md:336 (this package's own addition)	live repro: `suffix: abc` under `name: Domain` (unrepaired base) -> "Layer name \"Domain\" must match pattern..."	STAND	same as architecture.layers[*].patterns|string-nonnumber	same fix, same file (not mine)
D	form|yaml|architecture.layers[*].suffix|string-number	string-number	report	REFUSES	PROMISED	refused a form it promised	null,list -> null,list,string-nonnumber,string-number (this package)	default	website/docs/rules/architecture.md:336 (this package's own addition)	same mechanism, quoted digit string	STAND	same as architecture.layers[*].patterns|string-nonnumber	same fix, same file (not mine)
