# AXIS C SURFACE — staleness of writer-applicability.tsv (frozen at 6a833ab8) against
# main@02a6ca66 (2026-09-12), plus the change-surface for the proposed cure (one merged
# rule-options document, group declarations moved into acceptedOptionKeys()/RuleOptionKeySet).
#
# ЧЕМ ПОЛУЧЕНО (дословно)
#   git rev-parse HEAD ; git status --short  (clean, main@02a6ca66)
#   git diff --stat 6a833ab8 -- <file>  for every file the frozen tsv cites, one call per file,
#     batched. Empty output = file byte-identical to the freeze commit = every line reference in
#     it is exact by construction (no need to eyeball each range).
#   For the 4 files diff --stat showed non-empty (RuleOptionsFactory.php, LongParameterListOptions.php,
#     OutputConfigurator.php, ConfigurationInputAdapter.php): `git show 6a833ab8:<file> > /tmp/old.php`,
#     then `diff -u old.php new.php`, then `grep -n` the anchor construct (function name / distinctive
#     statement) in both old and new to compute the exact line shift.
#   mcp__serena__initial_instructions, then mcp__serena__find_referencing_symbols on
#     RuleOptionsRegistry::all (relative_path RuleOptionsRegistry.php) and
#     RuleOptionsFactory::create (relative_path RuleOptionsFactory.php) — re-run today, not reused
#     from the frozen tsv, to catch a consumer added or removed since the freeze.
#   Reflection scripts (scratchpad-local, PHP, require vendor/autoload.php; same algorithm as the
#     frozen tsv's groups.php / counts.php, re-run against today's classes):
#     groups.php  — (new ReflectionClass(RuleThresholdKeyGroupRegistry::class))->getConstant('GROUPS');
#                   counts rule/path/group rows and switchability, same logic as the frozen script.
#     counts.php  — RecursiveDirectoryIterator over src/, namespace+class extraction, class_exists(),
#                   non-abstract implementors of RuleInterface / RuleDefinitionInterface /
#                   ThresholdAwareOptionsInterface / LevelOptionsInterface.
#   Full Read of: RuleOptionThresholdModeResolver.php, RuleThresholdKeyGroupRegistry.php,
#     RuleOptionsFactory.php, RuleOptionKeyRecognition.php, RuleOptionKeySet.php, ThresholdParser.php.
#   grep -rn / grep -rc / grep -rl for #[CliAlias( and RuleConfigurationInterface implementors/consumers
#     (second witness, per instructions).
#
# ЧЕГО ЭТОТ СПОСОБ НЕ ВИДИТ
#   - "diff --stat is empty => every cited line in that file is live" is valid only because the
#     frozen tsv already names the exact lines; it does NOT re-derive line numbers from scratch, and
#     it does not catch a case where the SAME bytes moved to a different file (a pure rename/move
#     shows as 100% diff, not as empty stat) — no such move was found by `git log --follow` spot checks,
#     but the general case was not swept.
#   - RuleOptionShape.php / RuleOptionKeySet.php growth was read structurally (get_symbols_overview-style
#     grep of method signatures), not exhaustively — every branch of RuleOptionShape::matches()/describe()
#     was not traced.
#   - scripts/promise-effect/InProcess.php:299 turned up as an eighth call site of
#     RuleOptionsFactory::create() (neither "1 direct caller in src/" nor one of the 7 test files the
#     frozen tsv names for R9) purely because Serena's reference list includes it by default; no
#     equivalent sweep was made for RuleOptionsRegistry::all() beyond what Serena returned (a caller
#     reached only through a container string route — the same blind spot the frozen tsv already
#     documented for the rule-options DI wiring — would still be invisible here).
#   - RuleOptionKeyRecognition.php's growth (+98/-10 lines) was read for its two public entry points
#     (refuseMalformedFrameworkKeys, refuseUnknownKeys) and their direct helpers; RuleOptionRefusalWording
#     (the message-formatting collaborator) was not opened.
#   - No test was executed. "Tests that will flip" (section 3) is read off Serena's reference list for
#     RuleOptionsFactory::create() plus test names visible in the frozen tsv's own R9 row; a test that
#     asserts current group-registry behaviour WITHOUT calling create() or all() directly (e.g. through
#     a higher-level integration path) would not be caught by this method.
#
# Columns: section | id | ref_or_subject | status | detail | file:line(new) | note
#
## ── 1. STALENESS OF EVERY file:line REFERENCE ──────────────────────────────────────────
## file_unchanged = true means git diff 6a833ab8..HEAD -- <file> is empty, so EVERY line in
## that file is live by construction; only 4 files changed at all.
stale	F1	RuleOptionsFactory.php (changed: -58/+~30 net; validateNumericFields() removed, RuleOptionKeyRecognition::refuseMalformedFrameworkKeys() call added, extra doc)	CHANGED	file_unchanged=false	—	Only file among the 7 "core mechanism" files that changed.
stale	R-W1a	RuleOptionsFactory.php:63 (extractDefaults call, matrix's own label)	SHIFTED	actual call site was already at line 60 at freeze (not 63 — pre-existing 3-line citation imprecision, not new drift); now at line 58 (shift -2 from freeze, -5 from the cited number)	RuleOptionsFactory.php:58	Mechanism (whole-array fallback source) unchanged; only the label was imprecise even at freeze.
stale	R-W1b	RuleOptionsFactory.php:124 ($merged = $userConfig === [] ? $defaults : $userConfig)	SHIFTED	-1 line	RuleOptionsFactory.php:123	Content byte-identical, just moved.
stale	R-normalizeKeys	RuleOptionsFactory.php:277-287 (normalizeKeys, "folds spellings" in R5's note)	SHIFTED	-4 lines	RuleOptionsFactory.php:273-283 (approx)	Body unchanged.
stale	R-W5	RuleOptionsFactory.php:298-326 (expandDotNotation)	SHIFTED	-4 lines	RuleOptionsFactory.php:294-322	Body byte-identical (confirmed by direct diff of the two ranges).
stale	R-P9P12	RuleOptionsFactory.php:403-416 (deepMerge, cited by both pair P9 and pair P12)	SHIFTED	-56 lines	RuleOptionsFactory.php:347-360	Body byte-identical; the 56-line shrink is entirely the removed validateNumericFields() (58 lines) minus a few added comment/call lines upstream.
stale	R-deepMergeEvict	RuleOptionsFactory.php:405 (evictOverriddenMode call inside deepMerge)	SHIFTED	-56 lines	RuleOptionsFactory.php:349	Same call, same arguments.
stale	R-R5	RuleOptionsFactory.php:43-137 (R5 "the whole create() method")	SHIFTED + NARROWED	create() now spans ~41-90 (was 43-137, already 3 lines past its own closing brace at freeze — pre-existing padding). The method lost an entire responsibility: validateNumericFields()'s prefix-heuristic numeric check is GONE, replaced by RuleOptionKeyRecognition::refuseWrongShape() (declared per-key RuleOptionShape, checked in refuseUnknownKeys()/refuseMalformedFrameworkKeys(), called from RuleOptionKeyRecognition, not from create() body directly for shape — create() still calls refuseUnknownKeys()).	RuleOptionsFactory.php:41-90	The only reference in the whole tsv whose MEANING moved, not just its line number: R5's claim "folds spellings, expands dots, normalizes scalars" is still true; the claim implicit in its 94-line span ("...and validates numeric fields") is now false — that job moved to a shape declared on the Options class.
stale	F2	PresetStage.php	UNCHANGED	file_unchanged=true	—	All 5 sub-references (:25,:27,:58,:105-119,:74-93) exactly live.
stale	F3	ConfigFileStage.php	UNCHANGED	file_unchanged=true	—	All 3 sub-references (:22,:24,:56) exactly live.
stale	F4	CliAlias.php	UNCHANGED	file_unchanged=true	—	:20-26 exactly live.
stale	F5	CliAliasReader.php	UNCHANGED	file_unchanged=true	—	:23-32 exactly live.
stale	F6	RuleOptionsParserFactory.php	UNCHANGED	file_unchanged=true	—	:24-40 exactly live.
stale	F7	RuleOptionsParser.php	UNCHANGED	file_unchanged=true (0 diff, confirmed byte-for-byte)	—	:88-92 and :123-156 exactly live (:123-156's own upper bound already stopped 3 lines short of the real function close at freeze — pre-existing, not drift).
stale	F8	RuleInputValidator.php	UNCHANGED	file_unchanged=true	—	:38-43 and :43 exactly live.
stale	F9	ThresholdOverride.php	UNCHANGED	file_unchanged=true	—	:22-33 and :51-54 exactly live.
stale	F10	AbstractRule.php	UNCHANGED	file_unchanged=true	—	:123-126 and :118-121 exactly live.
stale	F11	LongParameterListRule.php	UNCHANGED	file_unchanged=true	—	:179-182 exactly live.
stale	F12	LongParameterListOptions.php	CHANGED (+10/-9): acceptedOptionKeys() now returns RuleOptionKeySet::of([key => RuleOptionShape, ...]) instead of RuleOptionKeySet::of('key', 'key', ...); +1 use-import	SHIFTED	withVoOverride() def +1 line (new `use RuleOptionShape` import pushed everything down)	LongParameterListOptions.php:133	Behaviourally the same method; only the file's import list grew.
stale	F13	FindingConfigurationResolver.php	UNCHANGED	file_unchanged=true	—	:43-56, :64-78, :66 all exactly live.
stale	F14	CliOptionsParser.php	UNCHANGED	file_unchanged=true	—	:55-56 exactly live.
stale	F15	RuleOptionThresholdModeResolver.php	UNCHANGED	file_unchanged=true	—	:84-91 (evictOverriddenMode), :104-118 (evictUsingDeclaredGroups), :88-90 (branch decision) all exactly live — confirmed additionally by full Read.
stale	F16	RuleThresholdKeyGroupRegistry.php	UNCHANGED	file_unchanged=true	—	:120-249 (GROUPS), :115 (LONE_THRESHOLD) exactly live — confirmed additionally by re-running groups.php: RULES=22, GROUP_ENTRIES=33, SWITCHABLE=30, matching the frozen tsv's numbers exactly.
stale	F17	DuplicationDetector.php	UNCHANGED	file_unchanged=true	—	:117-123 exactly live; Serena confirms the `all()` call still at line 118.
stale	F18	FindingExclusionLedger.php	UNCHANGED	file_unchanged=true	—	:168-173, :90, :139, :221 all exactly live; Serena confirms the `all()` call still at line 169.
stale	F19	UnboundSuppressionAudit.php	UNCHANGED	file_unchanged=true	—	:161-184 exactly live; Serena confirms the `all()` loop still at line 161.
stale	F20	RuleExclusionLedgerAttributor.php	UNCHANGED	file_unchanged=true	—	:67-68, :116-131 exactly live; Serena confirms the `all()` call still at line 67.
stale	F21	RuleOptionsRegistry.php	UNCHANGED	file_unchanged=true	—	:119-122 (all()), :58-63 (replace()) exactly live.
stale	F22	BaselineConfiguredThresholds.php	UNCHANGED	file_unchanged=true	—	:135 exactly live; Serena confirms create() call still at line 135, still the only src/ call site.
stale	F23	OutputConfigurator.php	CHANGED (+2/-1): OutputFormatResolver registration gained a constructor argument, unrelated to axis C	SHIFTED	+1 line (an edit at line ~222, upstream of the cited block, pushed everything after it down by one)	OutputConfigurator.php:518-521	Same registration block (BaselineConfiguredThresholds wired with RuleOptionsFactory), one line further down.
stale	F24	RuleOptionsCompilerPass.php	UNCHANGED	file_unchanged=true	—	:43-80, :72, :78 exactly live.
stale	F25	ComputedMetricsConfigurator.php	UNCHANGED	file_unchanged=true	—	:118 exactly live.
stale	F26	AnalysisRuntimeConfigurator.php	UNCHANGED	file_unchanged=true	—	:77 exactly live.
stale	F27	ConfigurationInputAdapter.php	CHANGED (+9/-2): put() no longer treats '' as "nothing written" (--format= now reaches validation instead of being silently dropped) — the X18 fix for a different silent-acceptance bug	LIVE (unaffected)	the diff hunk starts at line 87, after the cited :70-80 range	ConfigurationInputAdapter.php:70-80	Cited range untouched; the file changed further down.
##
## STALENESS TOTAL: 55 distinct file:line sub-references enumerated above.
## 46 LIVE (exact line, unchanged) | 9 SHIFTED (line moved, code equivalent — one of the nine,
## R5, also NARROWED in what it claims) | 0 DEAD (file or construct gone).
## No reference pointed at a construct that no longer exists or now means something contradictory;
## the one semantic change (R5) is a narrowing of an already-broad "whole method" citation, not a
## reversal.
#
## ── 2. LIVING MECHANISMS TODAY (file:line as of 02a6ca66) ─────────────────────────────
mech	M1	RuleOptionThresholdModeResolver::evictOverriddenMode	RuleOptionThresholdModeResolver.php:84-91	declaredGroups = RuleThresholdKeyGroupRegistry::groupsFor($ruleName,$path); declaredGroups !== [] ? evictUsingDeclaredGroups(...) : evictUsingHeuristic(...)	Byte-identical to freeze.
surface	S17	Tests that would flip	tests/Analysis/Finding/RuleConfiguration/Unit/UnknownRuleOptionKeyRefusalTest.php	Asserts refuseUnknownKeys()/refuseWrongShape() behaviour incl. itLetsEveryCliAliasTheProductShipsThroughTheKeyWalk, itLeavesTheUniversalOffSwitchWorkingForEveryRegisteredRule — any restructuring of when/where shape+group are checked must keep these green.
surface	S18	Tests that would flip	tests/Analysis/Finding/Integration/RuleOptionKeyNormalizationTest.php	Asserts vo-error/vo-threshold spelling normalization through create() for LongParameterListOptions and TypeCoverageOptions — directly exercises the group the cure would relocate.
surface	S19	Tests that would flip	tests/Analysis/Finding/Integration/WarningBoundaryDeclarationTest.php, tests/Analysis/Finding/Unit/Rule/LevelActivityReadsBothDisablingSpellingsTest.php, tests/Analysis/Evidence/Coupling/Unit/CboRuleTest.php	Named by the frozen tsv's own R9; still call create() today (Serena-confirmed), unchanged in scope.
surface	S20	Tests that would flip (registry contract)	tests/Infrastructure/Console/Integration/RuntimeConfigurationIsolationTest.php, tests/Infrastructure/Console/Unit/RuntimeConfiguratorTest.php (3 methods)	Assert `->all() === []` after a reset — would need a different assertion if all() is removed from the interface.
surface	S21	Public contracts that break	RuleConfigurationInterface::all() (src/Analysis/Finding/Contract/RuleConfigurationInterface.php:25) — sole implementor RuleOptionsRegistry; injected (not necessarily called) into DuplicationDetector, RuleExecution, FindingExclusionLedger, UnboundSuppressionAudit, RuleProducerPreparation, ThresholdDirectiveAudit, DirectiveUsage, ResultPresenter, AnalysisRuntimeConfigurator, RuleExclusionLedgerAttributor, SuppressionCompositionBuilder (11 classes hold the interface type even though only 4 call all())	—	Removing the method changes the interface every one of those 11 depends on, even for the 7 that never call it.
#
## ── 4. WHAT BREAKS FOR all()'S 4 CONSUMERS IF IT DISAPPEARS ───────────────────────────
consumer	C1	DuplicationDetector::loadOptions (DuplicationDetector.php:117-123)	reads $ruleOptions['duplication.clone'] — bare array indexing of the merged-but-unevicted config-vs-CLI map, keys min_tokens/minTokens/min_lines/minLines	NOT a member of any RuleThresholdKeyGroupRegistry group -> the resolved-document replacement (which WOULD carry eviction) is behaviourally equivalent for this consumer TODAY, because eviction never touches these keys. Equivalent.	If a future group ever claimed min_tokens/min_lines, this reader would start seeing a smaller map than before (evicted), silently changing behaviour — the frozen tsv already flagged this as latent, not exercised.
consumer	C2	FindingExclusionLedger::rawOptions (FindingExclusionLedger.php:168-173)	reads only suppress_paths / suppress_namespaces / suppress_namespace_channels — framework keys RuleOptionsFactory strips BEFORE the resolved document would exist	NOT equivalent by default: the resolved-document replacement, if built the way RuleOptionsFactory::create() builds $merged today, would have these three keys ALREADY EXTRACTED and removed (create() calls extractSuppressNamespaces/extractSuppressPaths before returning). The replacement must expose the framework-key values through a channel this consumer can still read (e.g. the registry's own configureNamespaceExclusions() side-channel, which already exists) — NOT through the resolved document itself.	Actively dangerous if the migration merges "resolved document" and "framework-key strip" into one step and simply drops the raw view: this consumer would silently start reading nothing.
consumer	C3	UnboundSuppressionAudit::unboundLedgerEntries (UnboundSuppressionAudit.php:161-184)	same three framework keys, read the same way	Same caveat as C2.	Same risk as C2.
consumer	C4	RuleExclusionLedgerAttributor::inertSuppressors (RuleExclusionLedgerAttributor.php:67-68,116-131)	same three framework keys	Same caveat as C2.	Same risk as C2; this file's own docblock (lines 29-33, read during this pass) already argues its `all()` read should ideally be replaced by RuleConfigurationInterface's is*Excluded() predicates — i.e. the file itself already names a non-all() equivalent source that exists TODAY, independent of this cure.
